x_mm,y_mm,z_mm,layer,kind,species,riparian,height_mm,slope_mm_per_m,dist_water_mm,standing_water_mm,treeline_delta_mm
-113069034,-162996809,404884,1,tree,field-maple,0,10000,722,416000,0,2895074
-113054037,-162998364,404039,1,tree,rowan,0,8000,586,430000,0,2895919
-113043010,-162996567,402386,1,tree,sugar-maple,0,25000,569,430000,0,2897572
-113015922,-162996160,386747,1,tree,cherry-blossom,0,6500,553,450000,0,2913211
-113008504,-162996729,386470,1,tree,flowering-dogwood,0,8000,265,456000,0,2913488
-113128670,-162993939,423641,1,tree,sweet-chestnut,0,25000,334,380000,0,2876317
-113112765,-162994720,427282,1,tree,wild-pear,0,8000,91,388000,0,2872676
-113072119,-162993613,405238,1,tree,crab-apple,0,6000,649,410000,0,2894720
-113059716,-162990048,399787,1,tree,sweet-chestnut,0,25000,492,420000,0,2900171
-113054146,-162994700,402116,1,tree,flowering-dogwood,0,8000,576,424000,0,2897842
-113042081,-162994102,401334,1,tree,flowering-dogwood,0,8000,586,430000,0,2898624
-113037501,-162991870,398959,1,tree,rowan,0,8000,699,434000,0,2900999
-113251852,-162985052,378912,1,tree,temperate-oak,0,14000,658,256000,0,2968104
-113239691,-162988574,381325,1,tree,japanese-maple,0,5000,646,270000,0,2965691
-113106439,-162986779,426271,1,tree,hornbeam,0,20000,230,386000,0,2873687
-113102339,-162987119,425343,1,tree,quaking-aspen,0,18000,587,386000,0,2874615
-113066968,-162988364,401695,1,tree,cherry-blossom,0,6500,676,410000,0,2898263
-113052368,-162985732,397478,1,tree,crab-apple,0,6000,654,418000,0,2902480
-113049273,-162986645,397821,1,tree,flowering-dogwood,0,8000,639,418000,0,2902137
-113255490,-162980329,375674,1,tree,tundra-pine,0,9000,723,252000,0,2971342
-113222645,-162984385,381286,1,tree,crab-apple,0,6000,678,284000,0,2965730
-113188332,-162982905,390261,1,tree,rowan,0,8000,707,320000,0,2909697
-113176972,-162982897,394735,1,tree,field-maple,0,10000,651,326000,0,2905223
-113146849,-162984581,416925,1,tree,flowering-dogwood,0,8000,633,356000,0,2883033
-113143722,-162983550,417685,1,tree,flowering-dogwood,0,8000,543,364000,0,2882273
-113136424,-162980277,415666,1,tree,quaking-aspen,0,18000,562,364000,0,2884292
-113116965,-162980988,426820,1,rock,leaf-littered-slab,0,1900,55,372000,0,2873138
-113068922,-162983093,402643,1,tree,field-maple,0,10000,660,410000,0,2897315
-113053465,-162983855,396428,1,tree,flowering-dogwood,0,8000,653,418000,0,2903530
-113048110,-162981954,394844,1,tree,maritime-pine,0,20000,602,414000,0,2905114
-113007273,-162981244,382681,1,tree,wych-elm,0,20000,267,444000,0,2917277
-113279753,-162977371,373743,1,tree,crab-apple,0,6000,709,232000,0,2973273
-113255167,-162978654,374541,1,tree,japanese-maple,0,5000,696,252000,0,2972475
-113253877,-162976928,373530,1,tree,cherry-blossom,0,6500,708,252000,0,2973486
-113237539,-162979201,376463,1,tree,flowering-dogwood,0,8000,588,268000,0,2970553
-113218004,-162978212,379540,1,tree,field-maple,0,10000,634,288000,0,2920418
-113184164,-162977524,390229,1,tree,american-beech,0,25000,588,318000,0,2909729
-113176688,-162977281,393095,1,tree,japanese-maple,0,5000,574,326000,0,2906863
-113172719,-162976444,395514,1,tree,cherry-blossom,0,6500,879,332000,0,2904444
-113111623,-162977112,426653,1,tree,sweet-chestnut,0,25000,102,376000,0,2873305
-113051449,-162977566,392583,1,tree,rowan,0,8000,570,414000,0,2907375
-113049460,-162977306,392207,1,tree,field-maple,0,10000,559,414000,0,2907751
-113014946,-162976549,383819,1,tree,american-beech,0,25000,489,440000,0,2916139
-113213466,-162974384,379393,1,tree,quaking-aspen,0,18000,586,286000,0,2920565
-113209349,-162970692,379297,1,tree,rowan,0,8000,555,294000,0,2920661
-113174830,-162970275,392628,1,tree,temperate-oak,0,14000,610,330000,0,2907330
-113102239,-162973827,424772,1,tree,flowering-dogwood,0,8000,431,374000,0,2875186
-113098410,-162974447,423195,1,tree,temperate-oak,0,14000,545,378000,0,2876763
-113055428,-162970535,393090,1,tree,crab-apple,0,6000,627,402000,0,2906868
-113053235,-162973206,391932,1,tree,rowan,0,8000,629,408000,0,2908026
-113007896,-162973107,381698,1,tree,sugar-maple,0,25000,289,440000,0,2918260
-113234072,-162965026,369247,1,tree,temperate-oak,0,14000,715,270000,0,2977769
-113222200,-162968082,374710,1,tree,rowan,0,8000,718,280000,0,2972306
-113211530,-162966683,377440,1,tree,quaking-aspen,0,18000,542,292000,0,2922518
-113192230,-162965706,384448,1,tree,birch,0,16000,628,308000,0,2915510
-113176664,-162968403,391690,1,tree,sugar-maple,0,25000,514,324000,0,2908268
-113174179,-162969757,392949,1,tree,crab-apple,0,6000,633,330000,0,2907009
-113113294,-162969980,426172,1,tree,black-cherry,0,20000,163,370000,0,2873786
-113234301,-162960058,367629,1,tree,flowering-dogwood,0,8000,672,270000,0,2979387
-113229688,-162962629,369635,1,tree,rowan,0,8000,673,270000,0,2977381
-113208062,-162964884,378344,1,tree,quaking-aspen,0,18000,427,292000,0,2921614
-113198609,-162963272,381475,1,tree,field-maple,0,10000,633,300000,0,2918483
-113171002,-162962067,394550,1,tree,crab-apple,0,6000,770,330000,0,2905408
-113125211,-162961331,424351,1,tree,sweet-chestnut,0,25000,310,356000,0,2875607
-113122465,-162961924,424683,1,tree,honey-locust,0,18000,296,360000,0,2875275
-113118352,-162961738,424918,1,tree,wild-pear,0,8000,253,360000,0,2875040
-113110615,-162961465,424769,1,tree,cherry-blossom,0,6500,265,364000,0,2875189
-113105172,-162963486,424588,1,tree,scots-pine,0,25000,264,368000,0,2875370
-113093332,-162960296,420186,1,tree,rowan,0,8000,581,372000,0,2879772
-113052059,-162963652,391058,1,tree,japanese-maple,0,5000,668,402000,0,2908900
-113026434,-162962270,382904,1,tree,birch,0,16000,357,418000,0,2917054
-113005519,-162960708,379056,1,tree,shagbark-hickory,0,25000,508,434000,0,2920902
-113268393,-162957515,355618,1,tree,scots-pine,0,25000,624,232000,0,2991398
-113225907,-162955292,368888,1,tree,field-maple,0,10000,656,276000,0,2978128
-113221902,-162955152,370831,1,tree,flowering-dogwood,0,8000,688,276000,0,2976185
-113207910,-162959512,377517,1,tree,temperate-oak,0,14000,522,290000,0,2969499
-113182567,-162955800,388566,1,tree,japanese-maple,0,5000,700,314000,0,2911392
-113117301,-162958955,424404,1,tree,wych-elm,0,20000,251,354000,0,2875554
-113099241,-162959776,422736,1,tree,japanese-maple,0,5000,516,368000,0,2877222
-113037288,-162959200,384223,1,tree,quaking-aspen,0,18000,281,408000,0,2915735
-113265772,-162953494,354530,1,tree,crab-apple,0,6000,498,232000,0,2992486
-113255996,-162951805,356857,1,tree,crab-apple,0,6000,540,246000,0,2990159
-113250852,-162952144,358698,1,tree,quaking-aspen,0,18000,623,246000,0,2988318
-113234860,-162953157,364981,1,tree,crab-apple,0,6000,629,268000,0,2982035
-113228948,-162952937,367331,1,tree,field-maple,0,10000,630,268000,0,2979685
-113221688,-162953947,370748,1,tree,crab-apple,0,6000,692,276000,0,2976268
-113215051,-162954726,373940,1,tree,quaking-aspen,0,18000,640,284000,0,2973076
-113205426,-162951914,377112,1,tree,quaking-aspen,0,18000,485,290000,0,2969904
-113129881,-162954537,422731,1,tree,flowering-dogwood,0,8000,231,350000,0,2877227
-113116570,-162952434,422497,1,tree,quaking-aspen,0,18000,406,348000,0,2877461
-113113290,-162954163,423277,1,tree,birch,0,16000,278,358000,0,2876681
-113100579,-162951185,420978,1,tree,temperate-oak,0,14000,522,356000,0,2878980
-113096414,-162951070,419758,1,tree,shagbark-hickory,0,25000,480,362000,0,2880200
-113085043,-162954951,417037,1,tree,rowan,0,8000,523,372000,0,2882921
-113019532,-162951609,379821,1,tree,rowan,0,8000,373,412000,0,2920137
-113257281,-162946705,355608,1,tree,maritime-pine,0,20000,375,246000,0,2991408
-113253255,-162947958,356830,1,tree,field-maple,0,10000,475,246000,0,2990186
-113243562,-162946732,360061,1,tree,tundra-pine,0,9000,558,252000,0,2986955
-113227856,-162949815,367102,1,tree,field-maple,0,10000,611,268000,0,2979914
-113215549,-162945935,371848,1,tree,common-ash,0,20000,575,282000,0,2975168
-113138726,-162948144,419679,1,tree,american-beech,0,25000,453,334000,0,2880279
-113130304,-162947776,420883,1,tree,sycamore-maple,0,25000,428,338000,0,2879075
-113119272,-162947077,420480,1,tree,shagbark-hickory,0,25000,396,348000,0,2879478
-113085696,-162945638,416973,1,tree,holm-oak,0,12000,305,366000,0,2882985
-113080628,-162947510,416042,1,tree,rowan,0,8000,630,370000,0,2883916
-113028705,-162949530,381553,1,rock,granite-boulder,0,2400,379,408000,0,2918405
-113015612,-162947839,378269,1,tree,american-beech,0,25000,410,418000,0,2921689
-113275410,-162943770,350192,1,tree,cherry-blossom,0,6500,473,222000,0,2996824
-113271116,-162943827,351270,1,tree,american-beech,0,25000,479,230000,0,2995746
-113266440,-162941146,352500,1,tree,field-maple,0,10000,504,230000,0,2994516
-113260021,-162940902,354415,1,tree,tundra-pine,0,9000,335,236000,0,2992601
-113257348,-162943300,355247,1,tree,rowan,0,8000,322,244000,0,2991769
-113242423,-162940775,360090,1,tree,american-beech,0,25000,412,258000,0,2986926
-113220883,-162941481,369634,1,tree,temperate-oak,0,14000,451,274000,0,2977382
-113143228,-162940828,417301,1,tree,columnar-cypress,0,13000,338,328000,0,2882657
-113132563,-162940883,417788,1,tree,rowan,0,8000,464,332000,0,2882170
-113117570,-162943553,419156,1,tree,common-ash,0,20000,426,342000,0,2880802
-113100176,-162940538,418044,1,tree,common-ash,0,20000,389,350000,0,2881914
-113085569,-162942348,416392,1,tree,wych-elm,0,20000,354,360000,0,2883566
-113015799,-162942584,377624,1,tree,crab-apple,0,6000,422,414000,0,2922334
-113012492,-162944600,376883,1,tree,cherry-blossom,0,6500,437,414000,0,2923075
-113236389,-162937288,362535,1,tree,shagbark-hickory,0,25000,428,258000,0,2984481
-113137242,-162935549,415974,1,tree,flowering-dogwood,0,8000,338,326000,0,2883984
-113117139,-162939020,417343,1,tree,temperate-oak,0,14000,469,342000,0,2882615
-113106357,-162935509,416027,1,tree,japanese-maple,0,5000,695,344000,0,2883931
-113032165,-162936456,390003,1,tree,cherry-blossom,0,6500,574,398000,0,2909955
-113269065,-162931099,350515,1,tree,common-ash,0,20000,373,228000,0,2996501
-113251505,-162934705,356808,1,tree,sugar-maple,0,25000,401,242000,0,2990208
-113248807,-162932077,357821,1,tree,quaking-aspen,0,18000,443,250000,0,2989195
-113234153,-162933036,363455,1,tree,wild-pear,0,8000,481,266000,0,2983561
-113165354,-162933992,410339,1,tree,quaking-aspen,0,18000,442,310000,0,2889619
-113114753,-162934270,415462,1,tree,hornbeam,0,20000,553,340000,0,2884496
-113101810,-162934030,416314,1,tree,japanese-maple,0,5000,450,344000,0,2883644
-113073116,-162933560,413138,1,tree,rowan,0,8000,206,366000,0,2886820
-113068126,-162931720,412102,1,tree,black-cherry,0,20000,508,370000,0,2887856
-113007399,-162932965,373925,1,tree,crab-apple,0,6000,282,412000,0,2926033
-113276156,-162929339,348380,1,tree,flowering-dogwood,0,8000,313,220000,0,2998636
-113266722,-162929670,351167,1,tree,birch,0,16000,368,228000,0,2995849
-113248073,-162926837,358645,1,tree,birch,0,16000,492,250000,0,2988371
-113244053,-162928106,359949,1,tree,black-cherry,0,20000,453,250000,0,2987067
-113142548,-162926528,414131,1,tree,crab-apple,0,6000,469,316000,0,2885827
-113088831,-162926038,412112,1,tree,scots-pine,0,25000,522,350000,0,2887846
-113077561,-162929110,412506,1,tree,sycamore-maple,0,25000,254,354000,0,2887452
-113010828,-162925734,374394,1,tree,columnar-cypress,0,13000,524,404000,0,2925564
-113264451,-162923020,352118,1,tree,birch,0,16000,377,234000,0,2994898
-113249734,-162923914,358291,1,tree,field-maple,0,10000,517,250000,0,2988725
-113144085,-162923115,413482,1,tree,columnar-cypress,0,13000,517,316000,0,2886476
-113124847,-162922267,403532,1,tree,cherry-blossom,0,6500,689,320000,0,2896426
-113077113,-162920527,411177,1,tree,black-cherry,0,20000,183,354000,0,2888781
-113060157,-162923121,408786,1,tree,cherry-blossom,0,6500,773,370000,0,2891172
-113053580,-162920763,404660,1,tree,field-maple,0,10000,585,370000,0,2895298
-113028494,-162923848,390691,1,tree,field-maple,0,10000,618,392000,0,2909267
-113278869,-162919597,347233,1,tree,scots-pine,0,25000,429,220000,0,2999783
-113251272,-162915783,358356,1,tree,crab-apple,0,6000,776,242000,0,2988660
-113212519,-162916560,386248,1,tree,rowan,0,8000,602,272000,0,2960768
-113157713,-162917605,414704,1,tree,quaking-aspen,0,18000,97,302000,0,2885254
-113151723,-162915670,414259,1,tree,birch,0,16000,213,306000,0,2885699
-113146769,-162919534,413649,1,tree,crab-apple,0,6000,438,306000,0,2886309
-113108821,-162915444,400502,1,tree,cherry-blossom,0,6500,646,328000,0,2899456
-113092855,-162916706,405597,1,tree,japanese-maple,0,5000,742,338000,0,2894361
-113075899,-162916306,410536,1,tree,japanese-maple,0,5000,169,354000,0,2889422
-113053459,-162918486,404473,1,tree,birch,0,16000,607,370000,0,2895485
-113272812,-162910960,350062,1,tree,field-maple,0,10000,436,218000,0,2996954
-113169073,-162913751,413256,1,tree,field-maple,0,10000,253,286000,0,2886702
-113161132,-162912674,414306,1,tree,birch,0,16000,106,290000,0,2885652
-113115021,-162913134,398971,1,tree,cherry-blossom,0,6500,638,318000,0,2900987
-113110001,-162910672,397869,1,tree,rowan,0,8000,689,324000,0,2902089
-113103753,-162914959,401427,1,tree,cork-oak,0,12000,709,328000,0,2898531
-113099975,-162914397,402373,1,tree,cherry-blossom,0,6500,787,334000,0,2897585
-113070410,-162910076,409443,1,tree,quaking-aspen,0,18000,210,350000,0,2890515
-113061166,-162912080,407615,1,tree,wych-elm,0,20000,460,360000,0,2892343
-113057118,-162911643,406047,1,tree,cherry-blossom,0,6500,668,360000,0,2893911
-113040207,-162911550,397779,1,tree,scots-pine,0,25000,482,372000,0,2902179
-113039928,-162912865,397776,1,tree,scots-pine,0,25000,453,376000,0,2902182
-113032031,-162912292,394313,1,tree,flowering-dogwood,0,8000,627,382000,0,2905645
-113028230,-162912261,392591,1,tree,columnar-cypress,0,13000,657,382000,0,2907367
-113022244,-162914263,389471,1,tree,wild-pear,0,8000,603,388000,0,2910487
-113159990,-162906404,413795,1,tree,black-cherry,0,20000,162,288000,0,2886163
-113132454,-162906377,399688,1,tree,rowan,0,8000,700,302000,0,2900270
-113066641,-162905516,408132,1,tree,flowering-dogwood,0,8000,274,350000,0,2891826
-113058000,-162906634,405821,1,tree,rowan,0,8000,522,354000,0,2894137
-113030976,-162906273,393410,1,tree,field-maple,0,10000,522,378000,0,2906548
-113028843,-162909621,393295,1,tree,cherry-blossom,0,6500,627,382000,0,2906663
-113020314,-162905773,390449,1,tree,flowering-dogwood,0,8000,552,384000,0,2909509
-113188561,-162902708,408569,1,tree,temperate-oak,0,14000,363,272000,0,2891389
-113170945,-162900845,412921,1,tree,sugar-maple,0,25000,175,280000,0,2887037
-113149477,-162903825,412113,1,tree,american-beech,0,25000,339,294000,0,2887845
-113071144,-162903669,407525,1,tree,birch,0,16000,474,344000,0,2892433
-113050245,-162900329,402272,1,tree,black-cherry,0,20000,580,360000,0,2897686
-113044919,-162904094,399497,1,tree,quaking-aspen,0,18000,492,366000,0,2900461
-113037296,-162900668,395863,1,tree,rowan,0,8000,623,372000,0,2904095
-113032072,-162902998,393039,1,tree,wild-pear,0,8000,561,378000,0,2906919
-113021982,-162903378,391128,1,tree,wych-elm,0,20000,466,384000,0,2908830
-113256962,-162899433,362877,1,tree,columnar-cypress,0,13000,464,238000,0,2984139
-113203162,-162895569,402841,1,tree,black-cherry,0,20000,347,258000,0,2944175
-113106537,-162895825,392140,1,tree,flowering-dogwood,0,8000,591,318000,0,2907818
-113073574,-162897616,404789,1,tree,scots-pine,0,25000,518,338000,0,2895169
-113066622,-162899816,406704,1,tree,quaking-aspen,0,18000,348,344000,0,2893254
-113034586,-162899929,394526,1,tree,crab-apple,0,6000,622,368000,0,2905432
-113017115,-162897979,387969,1,tree,rowan,0,8000,598,378000,0,2911989
-113011783,-162898877,387411,1,tree,temperate-oak,0,14000,582,378000,0,2912547
-113281869,-162892247,362858,1,tree,flowering-dogwood,0,8000,536,212000,0,2984158
-113278314,-162892128,363830,1,tree,crab-apple,0,6000,702,218000,0,2983186
-113272834,-162894306,362530,1,tree,rowan,0,8000,664,218000,0,2984486
-113190590,-162891794,408514,1,tree,japanese-maple,0,5000,492,256000,0,2938502
-113188405,-162890037,409379,1,tree,crab-apple,0,6000,356,260000,0,2890579
-113162343,-162893558,412653,1,tree,cherry-blossom,0,6500,158,278000,0,2887305
-113113129,-162890481,388419,1,tree,crab-apple,0,6000,602,306000,0,2911539
-113094232,-162892716,396842,1,tree,cherry-blossom,0,6500,675,322000,0,2903116
-113081236,-162894910,402726,1,tree,hornbeam,0,20000,548,334000,0,2897232
-113061840,-162891622,404065,1,tree,scots-pine,0,25000,332,346000,0,2895893
-113056763,-162892279,404032,1,tree,honey-locust,0,18000,340,346000,0,2895926
-113044447,-162894105,400720,1,tree,rowan,0,8000,566,362000,0,2899238
-113283791,-162887258,361573,1,tree,flowering-dogwood,0,8000,715,212000,0,2985443
-113201717,-162887964,403165,1,tree,sugar-maple,0,25000,385,252000,0,2943851
-113189667,-162888797,408935,1,tree,hornbeam,0,20000,448,260000,0,2891023
-113183451,-162885428,410594,1,tree,black-cherry,0,20000,201,260000,0,2889364
-113171600,-162885736,411888,1,tree,field-maple,0,10000,159,268000,0,2888070
-113161824,-162889460,412178,1,tree,rowan,0,8000,217,272000,0,2887780
-113072557,-162886948,401913,1,tree,temperate-oak,0,14000,245,334000,0,2898045
-113067564,-162887649,402470,1,tree,field-maple,0,10000,337,340000,0,2897488
-113042711,-162887026,400440,1,tree,crab-apple,0,6000,539,356000,0,2899518
-113189698,-162881048,409241,1,tree,crab-apple,0,6000,279,254000,0,2890717
-113177037,-162882755,411120,1,tree,columnar-cypress,0,13000,177,258000,0,2888838
-113169143,-162880085,411372,1,tree,temperate-oak,0,14000,157,262000,0,2888586
-113125649,-162884098,391740,1,tree,birch,0,16000,539,290000,0,2908218
-113111997,-162883494,387094,1,tree,american-beech,0,25000,204,302000,0,2912864
-113069940,-162881234,400944,1,tree,american-beech,0,25000,185,334000,0,2899014
-113059625,-162884737,402165,1,tree,quaking-aspen,0,18000,291,340000,0,2897793
-113051887,-162880018,399817,1,tree,small-leaved-lime,0,25000,529,346000,0,2900141
-113043640,-162882185,400354,1,tree,temperate-oak,0,14000,305,352000,0,2899604
-113033648,-162883817,396657,1,tree,flowering-dogwood,0,8000,679,358000,0,2903301
-113260459,-162878868,376679,1,tree,field-maple,0,10000,681,220000,0,2970337
-113258758,-162877604,377627,1,tree,cherry-blossom,0,6500,673,220000,0,2969389
-113253107,-162878457,378956,1,tree,japanese-maple,0,5000,715,224000,0,2968060
-113183530,-162876514,409978,1,tree,birch,0,16000,173,248000,0,2889980
-113158621,-162879626,410270,1,tree,sugar-maple,0,25000,419,272000,0,2889688
-113144394,-162875759,401765,1,tree,quaking-aspen,0,18000,622,276000,0,2898193
-113136581,-162878902,397848,1,tree,field-maple,0,10000,533,286000,0,2902110
-113108960,-162875021,386730,1,tree,scots-pine,0,25000,570,296000,0,2913228
-113101478,-162879891,390934,1,tree,rowan,0,8000,660,306000,0,2909024
-113092593,-162876896,394039,1,tree,hornbeam,0,20000,518,308000,0,2905919
-113081853,-162877201,399327,1,tree,temperate-oak,0,14000,593,318000,0,2900631
-113078302,-162879622,400290,1,tree,flowering-dogwood,0,8000,213,324000,0,2899668
-113064900,-162877581,400344,1,tree,flowering-dogwood,0,8000,212,334000,0,2899614
-113052447,-162875906,399857,1,tree,rowan,0,8000,332,342000,0,2900101
-113040008,-162879753,399364,1,tree,small-leaved-lime,0,25000,404,352000,0,2900594
-113023521,-162879046,390982,1,tree,crab-apple,0,6000,770,368000,0,2908976
-113262731,-162871465,378189,1,tree,cherry-blossom,0,6500,493,214000,0,2968827
-113201566,-162873614,405722,1,tree,birch,0,16000,402,238000,0,2941294
-113196489,-162870818,407318,1,tree,common-ash,0,20000,258,242000,0,2939698
-113177471,-162870908,409975,1,tree,quaking-aspen,0,18000,114,252000,0,2889983
-113173366,-162873023,410383,1,tree,shagbark-hickory,0,25000,157,256000,0,2889575
-113162570,-162871974,409793,1,rock,sinkhole-rim,0,3000,288,260000,0,2890165
-113159017,-162872185,409183,1,tree,honey-locust,0,18000,409,266000,0,2890775
-113152363,-162872814,406968,1,tree,cherry-blossom,0,6500,530,270000,0,2892990
-113141084,-162873496,400934,1,tree,crab-apple,0,6000,673,276000,0,2899024
-113138898,-162874088,399823,1,tree,temperate-oak,0,14000,660,276000,0,2900135
-113118710,-162870942,390796,1,tree,crab-apple,0,6000,675,290000,0,2909162
-113110575,-162872308,386143,1,tree,hornbeam,0,20000,110,296000,0,2913815
-113072197,-162872137,399906,1,tree,tundra-pine,0,9000,95,324000,0,2900052
-113065360,-162872561,399680,1,tree,tundra-pine,0,9000,145,330000,0,2900278
-113042606,-162873039,396235,1,tree,field-maple,0,10000,379,348000,0,2903723
-113271197,-162867151,374169,1,tree,flowering-dogwood,0,8000,636,204000,0,2972847
-113263504,-162867104,377507,1,rock,granite-boulder,0,2400,647,206000,0,2969509
-113228190,-162868817,394192,1,tree,cherry-blossom,0,6500,773,218000,0,2952824
-113215905,-162869538,400966,1,tree,birch,0,16000,496,224000,0,2946050
-113186680,-162869645,409245,1,tree,birch,0,16000,243,240000,0,2937771
-113168008,-162867566,409476,1,tree,scots-pine,0,25000,211,250000,0,2937540
-113150836,-162865506,405738,1,tree,quaking-aspen,0,18000,500,264000,0,2894220
-113149243,-162867095,405439,1,tree,sugar-maple,0,25000,461,264000,0,2894519
-113102186,-162869217,388640,1,tree,cherry-blossom,0,6500,834,296000,0,2911318
-113041346,-162869511,395428,1,tree,rowan,0,8000,485,344000,0,2904530
-113018502,-162866625,389822,1,tree,cherry-blossom,0,6500,661,354000,0,2910136
-113256409,-162864442,380666,1,tree,crab-apple,0,6000,661,210000,0,2966350
-113239713,-162863733,389775,1,tree,rowan,0,8000,497,214000,0,2957241
-113234802,-162864975,391974,1,tree,field-maple,0,10000,650,218000,0,2955042
-113173987,-162863178,408943,1,tree,european-yew,0,12000,167,250000,0,2938073
-113161798,-162861367,407799,1,tree,quaking-aspen,0,18000,309,248000,0,2939217
-113129115,-162863529,397260,1,tree,crab-apple,0,6000,563,280000,0,2902698
-113080923,-162863160,395894,1,tree,american-beech,0,25000,482,314000,0,2904064
-113051734,-162863569,398194,1,tree,flowering-dogwood,0,8000,170,338000,0,2901764
-113048244,-162862845,398029,1,tree,common-ash,0,20000,164,338000,0,2901929
-113028280,-162860657,390840,1,tree,tundra-pine,0,9000,379,350000,0,2909118
-113253788,-162858636,381115,1,tree,crab-apple,0,6000,866,202000,0,2965901
-113244965,-162857068,385982,1,tree,cherry-blossom,0,6500,832,204000,0,2961034
-113197107,-162859390,406241,1,tree,flowering-dogwood,0,8000,452,230000,0,2940775
-113177107,-162855808,407768,1,tree,field-maple,0,10000,199,240000,0,2939248
-113078771,-162857947,394229,1,tree,crab-apple,0,6000,687,308000,0,2905729
-113071022,-162855068,395228,1,tree,field-maple,0,10000,716,314000,0,2904730
-113066892,-162859962,397806,1,tree,birch,0,16000,343,320000,0,2902152
-113045797,-162857918,397524,1,tree,quaking-aspen,0,18000,89,340000,0,2902434
-113022976,-162856773,388941,1,tree,field-maple,0,10000,733,346000,0,2911017
-113005922,-162856709,383724,1,tree,japanese-maple,0,5000,662,340000,0,2916234
-113239563,-162853507,387280,1,tree,japanese-maple,0,5000,752,202000,0,2959736
-113232978,-162851587,388939,1,tree,crab-apple,0,6000,747,204000,0,2958077
-113229809,-162851253,390111,1,tree,flowering-dogwood,0,8000,595,204000,0,2956905
-113192475,-162850658,404811,1,tree,crab-apple,0,6000,627,224000,0,2942205
