x_mm,y_mm,z_mm,layer,kind,species,riparian,height_mm,slope_mm_per_m,dist_water_mm,standing_water_mm,treeline_delta_mm
-92455735,-88407731,603755,1,tree,tundra-pine,0,9000,713,-1,0,1849159
-92450155,-88406002,602340,1,tree,rowan,0,8000,698,-1,0,1850574
-92448261,-88406656,600949,1,tree,tundra-pine,0,9000,702,-1,0,1851965
-92305040,-88406109,644456,1,tree,japanese-maple,0,5000,360,-1,0,1761400
-92570045,-88404445,635841,1,tree,temperate-oak,0,14000,274,-1,0,1817073
-92569730,-88400847,636481,1,tree,black-cherry,0,20000,266,-1,0,1816433
-92553053,-88402868,634719,1,tree,hornbeam,0,20000,246,-1,0,1818195
-92549007,-88402442,634476,1,tree,sweet-chestnut,0,25000,239,-1,0,1818438
-92542021,-88404211,633397,1,tree,shagbark-hickory,0,25000,258,-1,0,1819517
-92531509,-88401394,632558,1,tree,black-cherry,0,20000,262,-1,0,1820356
-92493944,-88401744,622167,1,tree,quaking-aspen,0,18000,476,-1,0,1830747
-92451408,-88401142,603749,1,tree,flowering-dogwood,0,8000,647,-1,0,1849165
-92436293,-88401516,599945,1,rock,granite-boulder,0,2400,520,-1,0,1852969
-92433451,-88401035,599808,1,tree,quaking-aspen,0,18000,461,-1,0,1853106
-92350046,-88402850,630083,1,tree,japanese-maple,0,5000,714,-1,0,1822831
-92328060,-88403895,638225,1,tree,flowering-dogwood,0,8000,526,-1,0,1767631
-92572382,-88395116,637689,1,tree,rowan,0,8000,263,-1,0,1815225
-92531734,-88398741,632848,1,tree,sycamore-maple,0,25000,245,-1,0,1820066
-92524524,-88396246,632074,1,tree,rowan,0,8000,264,-1,0,1820840
-92515190,-88399282,629806,1,tree,wych-elm,0,20000,336,-1,0,1823108
-92464589,-88397737,610199,1,tree,flowering-dogwood,0,8000,582,-1,0,1842715
-92324836,-88396183,640104,1,tree,rowan,0,8000,458,-1,0,1765752
-92305782,-88397521,645106,1,tree,wych-elm,0,20000,345,-1,0,1760750
-92568187,-88391291,637964,1,tree,flowering-dogwood,0,8000,260,-1,0,1814950
-92563728,-88394180,637016,1,tree,rowan,0,8000,249,-1,0,1815898
-92535614,-88390369,634220,1,tree,small-leaved-lime,0,25000,219,-1,0,1818694
-92502801,-88394380,626250,1,tree,flowering-dogwood,0,8000,389,-1,0,1826664
-92488032,-88393253,620397,1,tree,flowering-dogwood,0,8000,482,-1,0,1832517
-92479692,-88393857,616545,1,tree,wild-pear,0,8000,522,-1,0,1836369
-92470088,-88393643,613092,1,tree,quaking-aspen,0,18000,549,-1,0,1839822
-92340455,-88392176,637337,1,tree,birch,0,16000,591,-1,0,1815577
-92334907,-88391720,638887,1,tree,sycamore-maple,0,25000,530,-1,0,1766969
-92583730,-88389085,639614,1,tree,cherry-blossom,0,6500,282,-1,0,1813300
-92578715,-88386758,639757,1,tree,sugar-maple,0,25000,280,-1,0,1813157
-92555419,-88389480,636716,1,tree,american-beech,0,25000,240,-1,0,1816198
-92549390,-88386598,636055,1,tree,sugar-maple,0,25000,235,-1,0,1816859
-92536449,-88385244,634698,1,tree,quaking-aspen,0,18000,236,-1,0,1818216
-92521816,-88386888,632001,1,tree,quaking-aspen,0,18000,273,-1,0,1820913
-92475140,-88385471,615945,1,tree,quaking-aspen,0,18000,538,-1,0,1836969
-92458171,-88388061,609388,1,tree,hornbeam,0,20000,537,-1,0,1843526
-92373301,-88389087,626330,1,tree,japanese-maple,0,5000,767,-1,0,1826584
-92349017,-88386177,635956,1,rock,chalk-outcrop,0,1600,632,-1,0,1816958
-92329808,-88387471,640552,1,tree,birch,0,16000,450,-1,0,1765304
-92324725,-88387592,641601,1,tree,flowering-dogwood,0,8000,410,-1,0,1764255
-92567041,-88383913,638330,1,tree,birch,0,16000,275,-1,0,1814584
-92505402,-88383669,628139,1,tree,japanese-maple,0,5000,380,-1,0,1824775
-92504626,-88384041,628003,1,tree,flowering-dogwood,0,8000,383,-1,0,1824911
-92492588,-88384781,623153,1,tree,quaking-aspen,0,18000,462,-1,0,1829761
-92446471,-88381619,608376,1,tree,flowering-dogwood,0,8000,447,-1,0,1844538
-92423688,-88380795,610990,1,tree,holm-oak,0,12000,674,-1,0,1841924
-92376674,-88380400,629089,1,tree,crab-apple,0,6000,717,-1,0,1823825
-92358403,-88381887,634232,1,tree,temperate-oak,0,14000,666,-1,0,1818682
-92334022,-88382319,640477,1,tree,american-beech,0,25000,452,-1,0,1765379
-92325385,-88381521,642540,1,tree,american-beech,0,25000,379,-1,0,1763316
-92323899,-88382388,642695,1,tree,flowering-dogwood,0,8000,373,-1,0,1763161
-92318350,-88383271,643794,1,tree,temperate-oak,0,14000,349,-1,0,1762062
-92313117,-88380408,644764,1,tree,field-maple,0,10000,330,-1,0,1761092
-92308658,-88380987,646049,1,tree,common-ash,0,20000,330,-1,0,1759807
-92567987,-88376412,639656,1,tree,flowering-dogwood,0,8000,305,-1,0,1813258
-92558363,-88376226,638556,1,tree,temperate-oak,0,14000,302,-1,0,1814358
-92541772,-88377130,636015,1,tree,quaking-aspen,0,18000,284,-1,0,1816899
-92530851,-88379155,634073,1,tree,wych-elm,0,20000,282,-1,0,1818841
-92529920,-88376518,634325,1,tree,sugar-maple,0,25000,304,-1,0,1818589
-92509549,-88379919,629240,1,tree,rowan,0,8000,380,-1,0,1823674
-92496811,-88379506,625508,1,tree,rowan,0,8000,460,-1,0,1827406
-92450011,-88375081,610949,1,tree,hornbeam,0,20000,460,-1,0,1841965
-92445241,-88375833,610052,1,tree,american-beech,0,25000,399,-1,0,1842862
-92442526,-88378766,608917,1,tree,american-beech,0,25000,386,-1,0,1843997
-92438629,-88375327,609983,1,tree,flowering-dogwood,0,8000,313,-1,0,1842931
-92425342,-88377427,611612,1,tree,scots-pine,0,25000,611,-1,0,1841302
-92420858,-88375949,613439,1,tree,columnar-cypress,0,13000,682,-1,0,1839475
-92349553,-88376551,638192,1,tree,hornbeam,0,20000,546,-1,0,1767664
-92335647,-88378705,641514,1,rock,karst-breakdown-block,0,2000,434,-1,0,1764342
-92315908,-88375248,645137,1,tree,birch,0,16000,323,-1,0,1760719
-92309434,-88376203,646225,1,tree,sugar-maple,0,25000,325,-1,0,1759631
-92580245,-88373364,642053,1,tree,field-maple,0,10000,300,-1,0,1810861
-92578944,-88370591,642172,1,tree,japanese-maple,0,5000,301,-1,0,1810742
-92570064,-88374940,640040,1,tree,columnar-cypress,0,13000,309,-1,0,1812874
-92568771,-88373431,640247,1,tree,field-maple,0,10000,313,-1,0,1812667
-92559441,-88372281,639288,1,tree,temperate-oak,0,14000,315,-1,0,1813626
-92546783,-88370494,637730,1,tree,scots-pine,0,25000,313,-1,0,1815184
-92520797,-88371316,633301,1,tree,temperate-oak,0,14000,369,-1,0,1819613
-92500752,-88373092,627497,1,tree,field-maple,0,10000,469,-1,0,1825417
-92494626,-88374223,625620,1,tree,flowering-dogwood,0,8000,497,-1,0,1827294
-92481770,-88372312,621322,1,tree,wych-elm,0,20000,571,-1,0,1831592
-92473016,-88373632,618194,1,tree,quaking-aspen,0,18000,582,-1,0,1834720
-92450408,-88373237,611549,1,tree,rowan,0,8000,464,-1,0,1841365
-92448135,-88370851,611835,1,tree,flowering-dogwood,0,8000,431,-1,0,1841079
-92436154,-88370101,611592,1,tree,quaking-aspen,0,18000,336,-1,0,1841322
-92427329,-88370475,612794,1,tree,wild-pear,0,8000,520,-1,0,1840120
-92397399,-88370238,625217,1,tree,cherry-blossom,0,6500,728,-1,0,1827697
-92387602,-88370016,628563,1,tree,japanese-maple,0,5000,677,-1,0,1824351
-92372739,-88371922,633299,1,tree,quaking-aspen,0,18000,635,-1,0,1819615
-92361343,-88373541,635614,1,tree,temperate-oak,0,14000,604,-1,0,1770242
-92341746,-88373345,640873,1,tree,cherry-blossom,0,6500,451,-1,0,1764983
-92321678,-88371489,644672,1,rock,granite-boulder,0,2400,322,-1,0,1761184
-92567089,-88368667,640816,1,tree,birch,0,16000,320,-1,0,1812098
-92549060,-88369739,638110,1,tree,american-beech,0,25000,316,-1,0,1814804
-92516619,-88369096,632952,1,tree,flowering-dogwood,0,8000,398,-1,0,1819962
-92512695,-88366620,632223,1,tree,sugar-maple,0,25000,432,-1,0,1820691
-92507555,-88367909,630438,1,tree,field-maple,0,10000,454,-1,0,1822476
-92483146,-88368269,622525,1,tree,flowering-dogwood,0,8000,572,-1,0,1830389
-92428556,-88365079,614373,1,tree,field-maple,0,10000,467,-1,0,1838541
-92410904,-88366399,620351,1,tree,columnar-cypress,0,13000,718,-1,0,1832563
-92402791,-88367623,623314,1,tree,field-maple,0,10000,738,-1,0,1829600
-92385245,-88365952,630965,1,tree,flowering-dogwood,0,8000,627,-1,0,1821949
-92357033,-88365856,639394,1,tree,scots-pine,0,25000,491,-1,0,1766462
-92334050,-88367797,643540,1,tree,american-beech,0,25000,349,-1,0,1762316
-92329546,-88365912,644500,1,tree,flowering-dogwood,0,8000,320,-1,0,1761356
-92315147,-88366034,646898,1,tree,birch,0,16000,302,-1,0,1758958
-92314429,-88369069,646473,1,tree,hornbeam,0,20000,309,-1,0,1759383
-92308234,-88365843,647847,1,tree,sweet-chestnut,0,25000,310,-1,0,1758009
-92567139,-88363873,641950,1,tree,small-leaved-lime,0,25000,318,-1,0,1810964
-92564037,-88362768,641932,1,tree,wild-pear,0,8000,321,-1,0,1810982
-92541181,-88362489,638312,1,tree,temperate-oak,0,14000,332,-1,0,1814602
-92519624,-88364768,634486,1,tree,black-cherry,0,20000,398,-1,0,1818428
-92502762,-88362456,630073,1,tree,hornbeam,0,20000,486,-1,0,1822841
-92493188,-88361521,627233,1,tree,quaking-aspen,0,18000,530,-1,0,1825681
-92458235,-88364625,616115,1,tree,hornbeam,0,20000,533,-1,0,1836799
-92445834,-88361538,614357,1,tree,hornbeam,0,20000,386,-1,0,1838557
-92428620,-88361190,614727,1,tree,sugar-maple,0,25000,443,-1,0,1838187
-92394495,-88362232,628423,1,tree,rowan,0,8000,640,-1,0,1824491
-92381351,-88361930,633488,1,tree,quaking-aspen,0,18000,553,-1,0,1819426
-92365794,-88364622,636800,1,tree,scots-pine,0,25000,515,-1,0,1769056
-92362016,-88362593,638308,1,tree,hornbeam,0,20000,477,-1,0,1767548
-92339594,-88363047,643567,1,tree,american-beech,0,25000,346,-1,0,1762289
-92319667,-88360006,647044,1,tree,black-cherry,0,20000,283,-1,0,1758812
-92311736,-88362245,648065,1,tree,tundra-pine,0,9000,297,-1,0,1757791
-92562458,-88356718,642743,1,tree,rowan,0,8000,312,-1,0,1810171
-92549088,-88355633,640729,1,tree,scots-pine,0,25000,321,-1,0,1812185
-92538804,-88356090,638662,1,tree,cherry-blossom,0,6500,333,-1,0,1814252
-92509803,-88356491,633076,1,tree,hornbeam,0,20000,453,-1,0,1819838
-92503850,-88358462,631465,1,tree,quaking-aspen,0,18000,481,-1,0,1821449
-92478952,-88358523,623709,1,tree,scots-pine,0,25000,569,-1,0,1829205
-92470131,-88355684,622157,1,tree,quaking-aspen,0,18000,558,-1,0,1830757
-92466219,-88358396,619799,1,tree,crab-apple,0,6000,560,-1,0,1833115
-92459178,-88356588,618548,1,tree,field-maple,0,10000,524,-1,0,1834366
-92444067,-88359145,614531,1,tree,quaking-aspen,0,18000,361,-1,0,1838383
-92351834,-88358211,641814,1,tree,sugar-maple,0,25000,369,-1,0,1764042
-92341452,-88360000,643359,1,tree,american-beech,0,25000,330,-1,0,1762497
-92321333,-88355118,647691,1,tree,sweet-chestnut,0,25000,269,-1,0,1758165
-92305751,-88355547,650007,1,tree,birch,0,16000,293,-1,0,1755849
-92571562,-88350495,645277,1,tree,flowering-dogwood,0,8000,262,-1,0,1807637
-92566928,-88353535,644192,1,tree,field-maple,0,10000,289,-1,0,1808722
-92523717,-88352633,636619,1,tree,flowering-dogwood,0,8000,380,-1,0,1816295
-92517572,-88354013,635336,1,tree,american-beech,0,25000,414,-1,0,1817578
-92509604,-88351045,633818,1,rock,karst-breakdown-block,0,2000,446,-1,0,1819096
-92493748,-88353973,629050,1,tree,flowering-dogwood,0,8000,514,-1,0,1823864
-92487800,-88353740,627637,1,tree,crab-apple,0,6000,535,-1,0,1825277
-92478220,-88352860,624867,1,tree,rowan,0,8000,547,-1,0,1828047
-92470958,-88353904,622899,1,tree,flowering-dogwood,0,8000,550,-1,0,1830015
-92445338,-88354958,615907,1,tree,japanese-maple,0,5000,373,-1,0,1837007
-92408126,-88351998,623747,1,tree,crab-apple,0,6000,597,-1,0,1829167
-92396239,-88354901,629209,1,tree,flowering-dogwood,0,8000,563,-1,0,1823705
-92374040,-88351312,636444,1,tree,birch,0,16000,367,-1,0,1816470
-92352705,-88353228,641632,1,tree,field-maple,0,10000,305,-1,0,1764224
-92336894,-88354940,644646,1,tree,small-leaved-lime,0,25000,267,-1,0,1761210
-92326074,-88352344,647347,1,tree,quaking-aspen,0,18000,253,-1,0,1758509
-92323964,-88351865,647673,1,tree,wild-pear,0,8000,253,-1,0,1758183
-92312494,-88353207,649625,1,tree,hornbeam,0,20000,279,-1,0,1756231
-92571502,-88349347,645598,1,tree,hornbeam,0,20000,256,-1,0,1807316
-92548548,-88348793,641749,1,tree,field-maple,0,10000,298,-1,0,1811165
-92544056,-88345256,641698,1,tree,quaking-aspen,0,18000,290,-1,0,1811216
-92529988,-88349797,638424,1,tree,crab-apple,0,6000,344,-1,0,1814490
-92507331,-88345051,634768,1,tree,common-ash,0,20000,437,-1,0,1818146
-92504683,-88349188,632813,1,tree,sycamore-maple,0,25000,460,-1,0,1820101
-92497037,-88348312,631121,1,tree,quaking-aspen,0,18000,487,-1,0,1821793
-92480102,-88346899,627562,1,tree,scots-pine,0,25000,511,-1,0,1825352
-92474051,-88349176,624889,1,tree,crab-apple,0,6000,526,-1,0,1828025
-92455700,-88349737,619226,1,rock,granite-boulder,0,2400,468,-1,0,1833688
-92452911,-88349391,618527,1,tree,common-ash,0,20000,445,-1,0,1834387
-92437932,-88349027,616726,1,tree,field-maple,0,10000,230,-1,0,1836188
-92430465,-88346499,618001,1,tree,flowering-dogwood,0,8000,348,-1,0,1834913
-92420006,-88345922,619929,1,tree,scots-pine,0,25000,501,-1,0,1832985
-92409274,-88347649,623534,1,tree,sycamore-maple,0,25000,552,-1,0,1829380
-92359068,-88349097,640457,1,tree,black-cherry,0,20000,272,-1,0,1765399
-92353106,-88346689,641687,1,rock,granite-boulder,0,2400,232,-1,0,1764169
-92345672,-88346391,643656,1,tree,wild-pear,0,8000,215,-1,0,1762200
-92582464,-88341736,647081,1,tree,temperate-oak,0,14000,175,-1,0,1805833
-92570755,-88343961,646136,1,tree,american-beech,0,25000,229,-1,0,1806778
-92564635,-88343164,645414,1,tree,hornbeam,0,20000,243,-1,0,1807500
-92549767,-88341359,643017,1,tree,field-maple,0,10000,264,-1,0,1809897
-92496634,-88341534,632334,1,tree,rowan,0,8000,462,-1,0,1820580
-92476990,-88343317,627021,1,tree,rowan,0,8000,498,-1,0,1825893
-92464214,-88343763,623470,1,tree,birch,0,16000,477,-1,0,1829444
-92431934,-88343612,617958,1,tree,rowan,0,8000,308,-1,0,1834956
-92420251,-88342545,620774,1,tree,american-beech,0,25000,471,-1,0,1832140
-92388218,-88344475,632949,1,tree,sweet-chestnut,0,25000,339,-1,0,1819965
-92384553,-88341668,634030,1,rock,leaf-littered-slab,0,1900,328,-1,0,1818884
-92355001,-88344473,641271,1,tree,hornbeam,0,20000,259,-1,0,1764585
-92338090,-88340261,644844,1,tree,quaking-aspen,0,18000,246,-1,0,1761012
-92334148,-88340350,645934,1,tree,sweet-chestnut,0,25000,224,-1,0,1759922
-92305506,-88342571,651961,1,tree,black-cherry,0,20000,293,-1,0,1753895
-92580454,-88335448,647554,1,tree,rowan,0,8000,151,-1,0,1805360
-92547029,-88335821,643146,1,tree,flowering-dogwood,0,8000,239,-1,0,1809768
-92529430,-88336694,640561,1,tree,crab-apple,0,6000,293,-1,0,1812353
-92524958,-88338402,639413,1,tree,tundra-pine,0,9000,322,-1,0,1813501
-92509661,-88335852,636671,1,tree,small-leaved-lime,0,25000,391,-1,0,1816243
-92485605,-88337454,629662,1,tree,sweet-chestnut,0,25000,477,-1,0,1823252
-92483348,-88337405,628903,1,tree,hornbeam,0,20000,479,-1,0,1824011
-92448042,-88337174,620346,1,tree,sugar-maple,0,25000,361,-1,0,1832568
-92418633,-88337541,621704,1,tree,flowering-dogwood,0,8000,437,-1,0,1831210
-92410942,-88335203,624697,1,tree,hornbeam,0,20000,406,-1,0,1828217
-92390306,-88338398,632100,1,tree,crab-apple,0,6000,353,-1,0,1820814
-92357968,-88337763,640206,1,tree,rowan,0,8000,317,-1,0,1765650
-92353983,-88337397,641004,1,tree,sugar-maple,0,25000,314,-1,0,1764852
-92325519,-88337717,648335,1,tree,scots-pine,0,25000,243,-1,0,1757521
-92317636,-88339064,650044,1,tree,black-cherry,0,20000,269,-1,0,1755812
-92306136,-88335037,652464,1,tree,birch,0,16000,307,-1,0,1753392
-92563746,-88330303,645806,1,tree,hornbeam,0,20000,173,-1,0,1807108
-92536715,-88334540,641950,1,tree,hornbeam,0,20000,254,-1,0,1810964
-92530714,-88334635,641170,1,tree,quaking-aspen,0,18000,277,-1,0,1811744
-92474396,-88333297,627026,1,tree,shagbark-hickory,0,25000,467,-1,0,1825888
-92462426,-88333824,624110,1,tree,field-maple,0,10000,441,-1,0,1828804
-92453128,-88333399,621696,1,tree,small-leaved-lime,0,25000,397,-1,0,1831218
-92445209,-88334186,620513,1,tree,rowan,0,8000,331,-1,0,1832401
-92439603,-88330752,620584,1,tree,flowering-dogwood,0,8000,271,-1,0,1832330
-92430703,-88330909,620959,1,tree,field-maple,0,10000,285,-1,0,1831955
-92420745,-88334457,621862,1,tree,crab-apple,0,6000,400,-1,0,1831052
-92415873,-88333863,623500,1,tree,sugar-maple,0,25000,403,-1,0,1829414
-92414206,-88331194,623839,1,tree,field-maple,0,10000,373,-1,0,1829075
-92408882,-88330403,625956,1,tree,american-beech,0,25000,342,-1,0,1826958
-92377428,-88332501,635112,1,tree,small-leaved-lime,0,25000,365,-1,0,1817802
-92364539,-88330673,637528,1,tree,american-beech,0,25000,350,-1,0,1768328
-92340779,-88332902,643755,1,tree,birch,0,16000,304,-1,0,1762101
-92322902,-88333836,648688,1,tree,field-maple,0,10000,266,-1,0,1757168
-92318302,-88332058,650061,1,tree,sugar-maple,0,25000,293,-1,0,1755795
-92578046,-88326582,647237,1,tree,hornbeam,0,20000,120,-1,0,1805677
-92548942,-88327784,644236,1,tree,field-maple,0,10000,187,-1,0,1808678
-92503678,-88329544,636389,1,tree,crab-apple,0,6000,385,-1,0,1816525
-92473845,-88329197,627777,1,tree,birch,0,16000,459,-1,0,1825137
-92468026,-88327879,626011,1,tree,flowering-dogwood,0,8000,451,-1,0,1826903
-92450447,-88325275,623203,1,tree,sugar-maple,0,25000,381,-1,0,1829711
-92432297,-88326032,621732,1,tree,rowan,0,8000,255,-1,0,1831182
-92420829,-88325759,623283,1,tree,quaking-aspen,0,18000,322,-1,0,1829631
-92413139,-88325387,625008,1,tree,flowering-dogwood,0,8000,300,-1,0,1827906
-92407693,-88327129,626273,1,tree,hornbeam,0,20000,301,-1,0,1826641
-92371360,-88325262,635648,1,tree,birch,0,16000,360,-1,0,1817266
-92366389,-88325301,636956,1,rock,sinkhole-rim,0,3000,349,-1,0,1768900
-92354371,-88328163,640439,1,tree,flowering-dogwood,0,8000,337,-1,0,1765417
-92310521,-88329058,652185,1,tree,hornbeam,0,20000,321,-1,0,1753671
-92583194,-88324545,648287,1,tree,wild-pear,0,8000,100,-1,0,1804627
-92575509,-88323547,647183,1,tree,temperate-oak,0,14000,114,-1,0,1805731
-92555182,-88320730,645308,1,tree,sugar-maple,0,25000,137,-1,0,1807606
-92529042,-88320381,642547,1,rock,karst-breakdown-block,0,2000,200,-1,0,1810367
-92510799,-88322525,639443,1,tree,american-beech,0,25000,311,-1,0,1813471
-92500374,-88324461,635826,1,tree,shagbark-hickory,0,25000,375,-1,0,1817088
-92471154,-88321682,628080,1,tree,birch,0,16000,453,-1,0,1824834
-92450016,-88324115,623380,1,tree,shagbark-hickory,0,25000,380,-1,0,1829534
-92431215,-88321193,623017,1,tree,field-maple,0,10000,250,-1,0,1829897
-92380988,-88323523,633187,1,tree,crab-apple,0,6000,372,-1,0,1819727
-92354550,-88320925,639696,1,tree,sugar-maple,0,25000,316,-1,0,1766160
-92341676,-88324191,643314,1,tree,japanese-maple,0,5000,320,-1,0,1762542
-92330405,-88321604,646528,1,tree,flowering-dogwood,0,8000,310,-1,0,1759328
-92575586,-88317556,646845,1,tree,birch,0,16000,93,-1,0,1806069
-92574792,-88316789,646760,1,tree,black-cherry,0,20000,91,-1,0,1806154
