x_mm,y_mm,z_mm,layer,kind,species,riparian,height_mm,slope_mm_per_m,dist_water_mm,standing_water_mm,treeline_delta_mm
-158791390,-80128565,186725,1,rock,leaf-littered-slab,0,1900,40,-1,0,807391
-158787554,-80126525,186747,1,tree,sycamore-maple,0,25000,44,-1,0,807369
-158741357,-80126386,186078,1,tree,tundra-pine,0,9000,32,-1,0,808038
-158737351,-80126237,186128,1,tree,tundra-pine,0,9000,32,-1,0,807988
-158699086,-80126431,186219,1,tree,quaking-aspen,0,18000,53,-1,0,807897
-158684781,-80125591,186295,1,tree,birch,0,16000,50,-1,0,807821
-158676617,-80126491,186380,1,tree,rowan,0,8000,30,-1,0,807736
-158661712,-80126775,186584,1,rock,granite-boulder,0,2400,27,-1,0,807532
-158647415,-80128928,186380,1,tree,quaking-aspen,0,18000,52,-1,0,807736
-158616945,-80127530,185878,1,tree,tundra-pine,0,9000,36,-1,0,808238
-158880760,-80124175,186784,1,tree,quaking-aspen,0,18000,34,-1,0,807332
-158868927,-80120619,186568,1,tree,tundra-pine,0,9000,54,-1,0,807548
-158855063,-80121245,186207,1,tree,scots-pine,0,25000,52,-1,0,807909
-158853422,-80122361,186303,1,tree,rowan,0,8000,48,-1,0,807813
-158846845,-80122242,186237,1,tree,scots-pine,0,25000,48,-1,0,807879
-158811215,-80121840,187050,1,tree,tundra-pine,0,9000,9,-1,0,807066
-158807134,-80123718,186909,1,tree,quaking-aspen,0,18000,5,-1,0,807207
-158798681,-80123711,187045,1,tree,tundra-pine,0,9000,16,-1,0,807071
-158745135,-80121330,186168,1,rock,leaf-littered-slab,0,1900,41,-1,0,807948
-158731664,-80122182,186101,1,tree,quaking-aspen,0,18000,36,-1,0,808015
-158726806,-80121250,186352,1,tree,tundra-pine,0,9000,41,-1,0,807764
-158722011,-80120159,186226,1,tree,birch,0,16000,45,-1,0,807890
-158706458,-80121235,186199,1,tree,tundra-pine,0,9000,47,-1,0,807917
-158689724,-80121116,186479,1,tree,quaking-aspen,0,18000,53,-1,0,807637
-158658825,-80120013,186808,1,rock,leaf-littered-slab,0,1900,28,-1,0,807308
-158653076,-80123836,186566,1,tree,tundra-pine,0,9000,45,-1,0,807550
-158647094,-80124706,186445,1,tree,tundra-pine,0,9000,54,-1,0,807671
-158637785,-80124005,186062,1,tree,rowan,0,8000,50,-1,0,808054
-158631207,-80124715,185970,1,tree,tundra-pine,0,9000,39,-1,0,808146
-158618655,-80124160,185957,1,tree,tundra-pine,0,9000,41,-1,0,808159
-158609609,-80121964,186248,1,tree,rowan,0,8000,54,-1,0,807868
-158875321,-80118412,186493,1,tree,birch,0,16000,35,-1,0,807623
-158854739,-80118691,186330,1,tree,tundra-pine,0,9000,52,-1,0,807786
-158812243,-80115705,187238,1,tree,tundra-pine,0,9000,17,-1,0,806878
-158808376,-80118981,186933,1,tree,scots-pine,0,25000,9,-1,0,807183
-158803963,-80118176,187130,1,tree,quaking-aspen,0,18000,10,-1,0,806986
-158785844,-80119709,186852,1,tree,birch,0,16000,34,-1,0,807264
-158764911,-80116746,186627,1,tree,tundra-pine,0,9000,54,-1,0,807489
-158751717,-80115183,186544,1,tree,quaking-aspen,0,18000,45,-1,0,807572
-158734680,-80115650,186658,1,tree,tundra-pine,0,9000,43,-1,0,807458
-158715379,-80116933,186218,1,tree,tundra-pine,0,9000,48,-1,0,807898
-158710314,-80117136,186366,1,tree,rowan,0,8000,46,-1,0,807750
-158702321,-80118111,186367,1,tree,tundra-pine,0,9000,53,-1,0,807749
-158643130,-80119128,186450,1,tree,birch,0,16000,54,-1,0,807666
-158881896,-80112045,186683,1,tree,quaking-aspen,0,18000,19,-1,0,807433
-158866538,-80112059,186638,1,tree,american-beech,0,25000,38,-1,0,807478
-158853939,-80113842,186628,1,tree,scots-pine,0,25000,46,-1,0,807488
-158841831,-80114035,186604,1,tree,american-beech,0,25000,50,-1,0,807512
-158802755,-80113864,187220,1,tree,quaking-aspen,0,18000,16,-1,0,806896
-158776002,-80112129,186893,1,tree,rowan,0,8000,37,-1,0,807223
-158765880,-80111168,186777,1,rock,veined-granite,0,2400,45,-1,0,807339
-158747323,-80112783,186781,1,tree,quaking-aspen,0,18000,44,-1,0,807335
-158736848,-80111578,186647,1,tree,birch,0,16000,43,-1,0,807469
-158727690,-80114876,186593,1,tree,quaking-aspen,0,18000,42,-1,0,807523
-158694466,-80114553,186608,1,tree,tundra-pine,0,9000,50,-1,0,807508
-158662237,-80111698,186932,1,tree,tundra-pine,0,9000,12,-1,0,807184
-158657558,-80113635,186875,1,tree,birch,0,16000,22,-1,0,807241
-158641695,-80113718,186518,1,tree,birch,0,16000,53,-1,0,807598
-158631169,-80114210,186273,1,tree,rowan,0,8000,53,-1,0,807843
-158618265,-80112074,186569,1,tree,birch,0,16000,54,-1,0,807547
-158858464,-80106751,186874,1,rock,charcoal-blackened-block,0,1600,31,-1,0,807242
-158852570,-80106239,186707,1,tree,american-beech,0,25000,32,-1,0,807409
-158819547,-80106653,186723,1,rock,leaf-littered-slab,0,1900,17,-1,0,807393
-158810521,-80105317,187013,1,tree,tundra-pine,0,9000,19,-1,0,807103
-158801883,-80106766,187359,1,tree,tundra-pine,0,9000,19,-1,0,806757
-158789455,-80105488,187160,1,tree,scots-pine,0,25000,12,-1,0,806956
-158770956,-80106479,187193,1,tree,tundra-pine,0,9000,29,-1,0,806923
-158691698,-80106891,186831,1,tree,rowan,0,8000,29,-1,0,807285
-158635364,-80109411,186425,1,tree,birch,0,16000,53,-1,0,807691
-158622786,-80105673,186891,1,tree,quaking-aspen,0,18000,53,-1,0,807225
-158614680,-80105149,186819,1,tree,quaking-aspen,0,18000,50,-1,0,807297
-158881217,-80103779,186954,1,tree,scots-pine,0,25000,10,-1,0,807162
-158874893,-80104704,186849,1,rock,leaf-littered-slab,0,1900,7,-1,0,807267
-158782674,-80103415,187169,1,tree,tundra-pine,0,9000,4,-1,0,806947
-158763565,-80101660,187316,1,tree,quaking-aspen,0,18000,20,-1,0,806800
-158741192,-80103388,187408,1,tree,quaking-aspen,0,18000,28,-1,0,806708
-158739167,-80104559,186939,1,tree,american-beech,0,25000,31,-1,0,807177
-158715174,-80101127,186861,1,tree,rowan,0,8000,21,-1,0,807255
-158707500,-80103349,186644,1,tree,birch,0,16000,27,-1,0,807472
-158696129,-80101384,186787,1,tree,sycamore-maple,0,25000,19,-1,0,807329
-158679484,-80104374,186988,1,tree,quaking-aspen,0,18000,12,-1,0,807128
-158664320,-80100839,186924,1,tree,tundra-pine,0,9000,25,-1,0,807192
-158658218,-80101172,187005,1,tree,scots-pine,0,25000,28,-1,0,807111
-158640520,-80102451,186925,1,tree,quaking-aspen,0,18000,44,-1,0,807191
-158617264,-80104815,186955,1,tree,american-beech,0,25000,51,-1,0,807161
-158607667,-80102559,186814,1,tree,tundra-pine,0,9000,42,-1,0,807302
-158870238,-80095221,186657,1,tree,birch,0,16000,3,-1,0,807459
-158867187,-80099798,186757,1,tree,tundra-pine,0,9000,4,-1,0,807359
-158861245,-80096021,186789,1,tree,quaking-aspen,0,18000,4,-1,0,807327
-158852757,-80099917,187066,1,rock,leaf-littered-slab,0,1900,15,-1,0,807050
-158847343,-80099222,187004,1,tree,tundra-pine,0,9000,12,-1,0,807112
-158830860,-80097965,186864,1,tree,scots-pine,0,25000,5,-1,0,807252
-158827408,-80097477,186642,1,tree,quaking-aspen,0,18000,7,-1,0,807474
-158823959,-80096220,186789,1,tree,scots-pine,0,25000,11,-1,0,807327
-158797000,-80096567,186996,1,tree,quaking-aspen,0,18000,13,-1,0,807120
-158737570,-80096692,187141,1,tree,tundra-pine,0,9000,10,-1,0,806975
-158731344,-80099007,187147,1,tree,tundra-pine,0,9000,14,-1,0,806969
-158714618,-80096251,186827,1,tree,birch,0,16000,1,-1,0,807289
-158694915,-80099650,186925,1,tree,quaking-aspen,0,18000,15,-1,0,807191
-158687923,-80099457,187010,1,tree,columnar-cypress,0,13000,17,-1,0,807106
-158674925,-80098164,187064,1,tree,quaking-aspen,0,18000,27,-1,0,807052
-158657190,-80096383,187053,1,tree,quaking-aspen,0,18000,43,-1,0,807063
-158621389,-80098125,187248,1,rock,leaf-littered-slab,0,1900,44,-1,0,806868
-158854869,-80092954,186888,1,tree,quaking-aspen,0,18000,1,-1,0,807228
-158824243,-80094136,186794,1,tree,sycamore-maple,0,25000,12,-1,0,807322
-158791350,-80093498,186983,1,rock,leaf-littered-slab,0,1900,12,-1,0,807133
-158788935,-80093797,186930,1,tree,scots-pine,0,25000,11,-1,0,807186
-158784594,-80090838,186924,1,tree,tundra-pine,0,9000,11,-1,0,807192
-158766039,-80093760,187240,1,tree,scots-pine,0,25000,3,-1,0,806876
-158759093,-80093400,187453,1,rock,granite-boulder,0,2400,2,-1,0,806663
-158750525,-80090793,187259,1,rock,granite-boulder,0,2400,3,-1,0,806857
-158714723,-80091926,187125,1,tree,tundra-pine,0,9000,8,-1,0,806991
-158685829,-80090355,187193,1,tree,birch,0,16000,31,-1,0,806923
-158675291,-80091997,187283,1,tree,tundra-pine,0,9000,44,-1,0,806833
-158674694,-80090581,187516,1,tree,tundra-pine,0,9000,49,-1,0,806600
-158666856,-80091668,187341,1,tree,quaking-aspen,0,18000,50,-1,0,806775
-158664004,-80094547,187319,1,tree,tundra-pine,0,9000,45,-1,0,806797
-158654876,-80091048,187306,1,tree,quaking-aspen,0,18000,48,-1,0,806810
-158645044,-80091680,187205,1,tree,scots-pine,0,25000,42,-1,0,806911
-158614300,-80094808,187452,1,rock,leaf-littered-slab,0,1900,42,-1,0,806664
-158877257,-80086817,186927,1,tree,quaking-aspen,0,18000,3,-1,0,807189
-158865818,-80088832,186909,1,rock,leaf-littered-slab,0,1900,7,-1,0,807207
-158858111,-80086248,186882,1,tree,birch,0,16000,9,-1,0,807234
-158847313,-80085051,186747,1,tree,quaking-aspen,0,18000,8,-1,0,807369
-158820117,-80086484,186786,1,tree,scots-pine,0,25000,8,-1,0,807330
-158816878,-80089654,186971,1,tree,birch,0,16000,9,-1,0,807145
-158795571,-80085376,186860,1,tree,sugar-maple,0,25000,4,-1,0,807256
-158793907,-80088330,186687,1,tree,quaking-aspen,0,18000,8,-1,0,807429
-158789432,-80087470,186816,1,tree,tundra-pine,0,9000,9,-1,0,807300
-158767168,-80085720,186960,1,tree,quaking-aspen,0,18000,11,-1,0,807156
-158746235,-80089815,186918,1,tree,columnar-cypress,0,13000,3,-1,0,807198
-158738559,-80088345,187325,1,tree,scots-pine,0,25000,6,-1,0,806791
-158734218,-80089959,187179,1,tree,quaking-aspen,0,18000,5,-1,0,806937
-158725063,-80086400,187179,1,tree,birch,0,16000,14,-1,0,806937
-158715024,-80089101,186962,1,tree,scots-pine,0,25000,13,-1,0,807154
-158672396,-80087749,187797,1,tree,quaking-aspen,0,18000,55,-1,0,806319
-158659026,-80088915,187702,1,tree,quaking-aspen,0,18000,51,-1,0,806414
-158651516,-80086458,187224,1,tree,tundra-pine,0,9000,47,-1,0,806892
-158645975,-80089223,187137,1,tree,tundra-pine,0,9000,43,-1,0,806979
-158632619,-80089262,187555,1,tree,wych-elm,0,20000,36,-1,0,806561
-158626203,-80085795,187702,1,tree,birch,0,16000,31,-1,0,806414
-158623663,-80087951,187538,1,tree,columnar-cypress,0,13000,33,-1,0,806578
-158618869,-80089447,187899,1,tree,quaking-aspen,0,18000,35,-1,0,806217
-158610094,-80086112,187693,1,tree,quaking-aspen,0,18000,37,-1,0,806423
-158843642,-80084161,186706,1,tree,quaking-aspen,0,18000,9,-1,0,807410
-158837858,-80081194,186679,1,tree,scots-pine,0,25000,6,-1,0,807437
-158785388,-80084891,186917,1,tree,quaking-aspen,0,18000,7,-1,0,807199
-158774416,-80081169,186852,1,tree,tundra-pine,0,9000,6,-1,0,807264
-158750633,-80082194,186961,1,tree,birch,0,16000,8,-1,0,807155
-158746765,-80080121,186967,1,tree,tundra-pine,0,9000,6,-1,0,807149
-158709192,-80082787,187085,1,tree,tundra-pine,0,9000,15,-1,0,807031
-158664529,-80080625,188379,1,tree,scots-pine,0,25000,46,-1,0,805737
-158658550,-80084366,187842,1,tree,tundra-pine,0,9000,46,-1,0,806274
-158651129,-80082653,187211,1,tree,tundra-pine,0,9000,46,-1,0,806905
-158646421,-80081309,187479,1,tree,quaking-aspen,0,18000,42,-1,0,806637
-158631507,-80083425,187595,1,tree,birch,0,16000,31,-1,0,806521
-158628187,-80083621,187698,1,tree,birch,0,16000,29,-1,0,806418
-158616344,-80084568,187702,1,tree,tundra-pine,0,9000,33,-1,0,806414
-158880646,-80076974,187039,1,tree,quaking-aspen,0,18000,16,-1,0,807077
-158877284,-80078808,186999,1,tree,birch,0,16000,10,-1,0,807117
-158871948,-80078257,187058,1,tree,rowan,0,8000,8,-1,0,807058
-158857203,-80078391,186832,1,tree,birch,0,16000,7,-1,0,807284
-158803793,-80077276,186831,1,tree,birch,0,16000,9,-1,0,807285
-158780621,-80077448,186810,1,rock,leaf-littered-slab,0,1900,5,-1,0,807306
-158716083,-80077176,186964,1,tree,birch,0,16000,8,-1,0,807152
-158694165,-80079991,187000,1,tree,sugar-maple,0,25000,29,-1,0,807116
-158683833,-80078186,187595,1,tree,sugar-maple,0,25000,52,-1,0,806521
-158666734,-80079041,188397,1,tree,tundra-pine,0,9000,46,-1,0,805719
-158648397,-80077975,187954,1,tree,quaking-aspen,0,18000,39,-1,0,806162
-158625349,-80075614,187668,1,tree,birch,0,16000,22,-1,0,806448
-158623960,-80077601,187713,1,tree,birch,0,16000,24,-1,0,806403
-158612730,-80075745,188299,1,tree,birch,0,16000,28,-1,0,805817
-158868088,-80073117,186953,1,tree,quaking-aspen,0,18000,4,-1,0,807163
-158854850,-80071019,186913,1,tree,scots-pine,0,25000,14,-1,0,807203
-158842610,-80070953,186828,1,rock,granite-boulder,0,2400,17,-1,0,807288
-158837639,-80074169,186927,1,tree,quaking-aspen,0,18000,11,-1,0,807189
-158825775,-80070031,186953,1,tree,scots-pine,0,25000,24,-1,0,807163
-158810997,-80073934,186864,1,tree,tundra-pine,0,9000,15,-1,0,807252
-158800326,-80070907,186928,1,rock,granite-boulder,0,2400,21,-1,0,807188
-158790561,-80070089,186855,1,tree,rowan,0,8000,21,-1,0,807261
-158783011,-80074058,186934,1,tree,tundra-pine,0,9000,12,-1,0,807182
-158761517,-80074255,186964,1,tree,wych-elm,0,20000,5,-1,0,807152
-158723244,-80072416,186976,1,tree,rowan,0,8000,16,-1,0,807140
-158714717,-80074163,186949,1,tree,tundra-pine,0,9000,7,-1,0,807167
-158665636,-80073012,188371,1,tree,tundra-pine,0,9000,25,-1,0,805745
-158633888,-80073692,187569,1,tree,quaking-aspen,0,18000,25,-1,0,806547
-158879647,-80067449,187074,1,rock,charcoal-blackened-block,0,1600,26,-1,0,807042
-158852876,-80065917,186988,1,tree,scots-pine,0,25000,33,-1,0,807128
-158841519,-80069360,186947,1,tree,tundra-pine,0,9000,23,-1,0,807169
-158820413,-80067347,187078,1,tree,tundra-pine,0,9000,29,-1,0,807038
-158802902,-80069573,186977,1,tree,tundra-pine,0,9000,23,-1,0,807139
-158796775,-80066294,187087,1,tree,rowan,0,8000,30,-1,0,807029
-158777825,-80065964,187032,1,tree,scots-pine,0,25000,30,-1,0,807084
-158769200,-80065250,187055,1,tree,quaking-aspen,0,18000,30,-1,0,807061
-158745883,-80068175,187052,1,tree,birch,0,16000,19,-1,0,807064
-158733694,-80067191,187033,1,tree,tundra-pine,0,9000,24,-1,0,807083
-158705235,-80067754,187046,1,tree,tundra-pine,0,9000,36,-1,0,807070
-158697207,-80066318,187163,1,tree,quaking-aspen,0,18000,46,-1,0,806953
-158686646,-80065922,187524,1,tree,scots-pine,0,25000,35,-1,0,806592
-158679306,-80069698,188123,1,tree,tundra-pine,0,9000,37,-1,0,805993
-158650320,-80065592,188065,1,tree,scots-pine,0,25000,9,-1,0,806051
-158637379,-80065573,187663,1,rock,granite-boulder,0,2400,12,-1,0,806453
-158614446,-80065648,188236,1,tree,birch,0,16000,14,-1,0,805880
-158881417,-80062483,187004,1,tree,birch,0,16000,33,-1,0,807112
-158870832,-80064572,186855,1,tree,birch,0,16000,3,-1,0,807261
-158857012,-80061465,186997,1,tree,tundra-pine,0,9000,43,-1,0,807119
-158853323,-80061264,187046,1,tree,rowan,0,8000,48,-1,0,807070
-158848568,-80064771,187102,1,tree,birch,0,16000,38,-1,0,807014
-158825253,-80062430,187434,1,tree,tundra-pine,0,9000,40,-1,0,806682
-158816615,-80062007,187181,1,tree,birch,0,16000,36,-1,0,806935
-158798851,-80062038,187187,1,tree,tundra-pine,0,9000,35,-1,0,806929
-158775950,-80061139,187247,1,tree,scots-pine,0,25000,38,-1,0,806869
-158770710,-80060002,187364,1,tree,sycamore-maple,0,25000,39,-1,0,806752
-158715507,-80064366,187039,1,tree,quaking-aspen,0,18000,39,-1,0,807077
-158699685,-80061984,187302,1,tree,birch,0,16000,47,-1,0,806814
-158672800,-80064127,188021,1,tree,quaking-aspen,0,18000,50,-1,0,806095
-158661996,-80062194,188097,1,tree,birch,0,16000,45,-1,0,806019
-158658451,-80064926,188201,1,tree,rowan,0,8000,25,-1,0,805915
-158864544,-80059074,187041,1,tree,quaking-aspen,0,18000,34,-1,0,807075
-158835592,-80055300,187502,1,tree,scots-pine,0,25000,46,-1,0,806614
-158810353,-80056171,187517,1,tree,quaking-aspen,0,18000,37,-1,0,806599
-158768634,-80057567,187496,1,tree,birch,0,16000,41,-1,0,806620
-158759850,-80055923,187684,1,tree,scots-pine,0,25000,41,-1,0,806432
-158733159,-80055483,187584,1,rock,leaf-littered-slab,0,1900,39,-1,0,806532
-158704016,-80058533,187451,1,tree,rowan,0,8000,49,-1,0,806665
-158651425,-80056733,187751,1,tree,tundra-pine,0,9000,44,-1,0,806365
-158637540,-80058363,187632,1,tree,birch,0,16000,9,-1,0,806484
-158627415,-80059030,188173,1,tree,sycamore-maple,0,25000,12,-1,0,805943
-158619527,-80056583,187826,1,tree,tundra-pine,0,9000,12,-1,0,806290
-158611865,-80055032,187586,1,tree,quaking-aspen,0,18000,10,-1,0,806530
-158866447,-80052289,187127,1,tree,quaking-aspen,0,18000,46,-1,0,806989
-158864294,-80052061,187182,1,tree,scots-pine,0,25000,51,-1,0,806934
-158843088,-80052817,187621,1,tree,quaking-aspen,0,18000,52,-1,0,806495
-158838147,-80051964,187763,1,tree,tundra-pine,0,9000,44,-1,0,806353
-158786577,-80051827,187651,1,tree,tundra-pine,0,9000,38,-1,0,806465
-158777021,-80050166,187990,1,tree,tundra-pine,0,9000,40,-1,0,806126
-158754144,-80050888,187851,1,tree,scots-pine,0,25000,40,-1,0,806265
-158742599,-80053709,187746,1,tree,quaking-aspen,0,18000,37,-1,0,806370
-158695885,-80051893,188091,1,tree,american-beech,0,25000,43,-1,0,806025
-158685548,-80054966,187604,1,tree,tundra-pine,0,9000,5,-1,0,806512
-158676814,-80054087,187555,1,tree,birch,0,16000,33,-1,0,806561
-158665505,-80050585,187317,1,tree,birch,0,16000,62,-1,0,806799
-158649455,-80054782,187875,1,tree,american-beech,0,25000,44,-1,0,806241
-158867782,-80049471,187160,1,tree,tundra-pine,0,9000,49,-1,0,806956
-158864895,-80048339,187310,1,tree,quaking-aspen,0,18000,59,-1,0,806806
-158849567,-80046294,187754,1,rock,charcoal-blackened-block,0,1600,62,-1,0,806362
-158836907,-80049750,188091,1,tree,birch,0,16000,43,-1,0,806025
-158827698,-80047335,188332,1,tree,quaking-aspen,0,18000,45,-1,0,805784
-158823006,-80048626,188294,1,tree,birch,0,16000,44,-1,0,805822
-158817853,-80048122,188113,1,tree,scots-pine,0,25000,39,-1,0,806003
-158806928,-80045098,187895,1,tree,tundra-pine,0,9000,30,-1,0,806221
-158802643,-80049296,187848,1,tree,birch,0,16000,35,-1,0,806268
-158798640,-80047815,187647,1,tree,tundra-pine,0,9000,36,-1,0,806469
-158776626,-80045229,188334,1,tree,scots-pine,0,25000,34,-1,0,805782
-158771158,-80048896,188277,1,tree,birch,0,16000,40,-1,0,805839
-158769181,-80045143,188131,1,tree,columnar-cypress,0,13000,35,-1,0,805985
-158757860,-80045788,188274,1,tree,birch,0,16000,37,-1,0,805842
-158751476,-80047248,188238,1,tree,quaking-aspen,0,18000,38,-1,0,805878
-158663797,-80048857,187415,1,tree,tundra-pine,0,9000,63,-1,0,806701
-158639270,-80047773,188054,1,tree,tundra-pine,0,9000,28,-1,0,806062
-158609903,-80045860,187723,1,tree,tundra-pine,0,9000,28,-1,0,806393
-158847562,-80041755,188359,1,tree,tundra-pine,0,9000,47,-1,0,805757
-158843219,-80044131,187865,1,tree,birch,0,16000,43,-1,0,806251
-158811354,-80040703,188049,1,tree,scots-pine,0,25000,23,-1,0,806067
-158808205,-80043531,188116,1,tree,sugar-maple,0,25000,26,-1,0,806000
-158797859,-80043425,187731,1,tree,quaking-aspen,0,18000,29,-1,0,806385
-158792758,-80040412,187993,1,tree,tundra-pine,0,9000,24,-1,0,806123
-158766325,-80040478,188159,1,tree,tundra-pine,0,9000,26,-1,0,805957
-158748316,-80044067,188093,1,tree,tundra-pine,0,9000,33,-1,0,806023
-158732052,-80044348,188312,1,tree,columnar-cypress,0,13000,37,-1,0,805804
-158701433,-80041554,188097,1,tree,sycamore-maple,0,25000,42,-1,0,806019
-158668834,-80040930,187030,1,tree,sugar-maple,0,25000,14,-1,0,807086
-158662620,-80041310,187161,1,tree,quaking-aspen,0,18000,42,-1,0,806955
-158645965,-80042808,187926,1,tree,quaking-aspen,0,18000,50,-1,0,806190
-158641590,-80040215,187933,1,tree,rowan,0,8000,39,-1,0,806183
-158625072,-80040336,187939,1,tree,tundra-pine,0,9000,1,-1,0,806177
-158617161,-80044028,187620,1,tree,birch,0,16000,14,-1,0,806496
-158613230,-80040762,187724,1,tree,birch,0,16000,24,-1,0,806392
-158873910,-80039972,187099,1,tree,birch,0,16000,44,-1,0,807017
-158856996,-80036922,187916,1,tree,tundra-pine,0,9000,63,-1,0,806200
-158853052,-80039852,187948,1,rock,leaf-littered-slab,0,1900,60,-1,0,806168
-158844085,-80035104,188111,1,tree,quaking-aspen,0,18000,18,-1,0,806005
-158831908,-80039461,188335,1,tree,tundra-pine,0,9000,26,-1,0,805781
-158821581,-80035152,188405,1,tree,quaking-aspen,0,18000,18,-1,0,805711
-158787189,-80039290,188183,1,tree,tundra-pine,0,9000,21,-1,0,805933
-158738862,-80037292,188215,1,tree,scots-pine,0,25000,18,-1,0,805901
-158702332,-80035606,187581,1,tree,rowan,0,8000,23,-1,0,806535
-158647559,-80036154,187816,1,tree,tundra-pine,0,9000,46,-1,0,806300
-158630156,-80037760,188066,1,tree,tundra-pine,0,9000,12,-1,0,806050
-158607946,-80035593,187945,1,rock,granite-boulder,0,2400,31,-1,0,806171
-158866606,-80032810,187620,1,tree,tundra-pine,0,9000,65,-1,0,806496
-158849157,-80034542,188371,1,tree,quaking-aspen,0,18000,33,-1,0,805745
-158824790,-80031435,188156,1,tree,sycamore-maple,0,25000,11,-1,0,805960
-158819360,-80032669,188145,1,tree,quaking-aspen,0,18000,12,-1,0,805971
-158813159,-80033034,187940,1,tree,quaking-aspen,0,18000,10,-1,0,806176
-158790492,-80034665,187762,1,tree,quaking-aspen,0,18000,11,-1,0,806354
-158768048,-80032993,188496,1,tree,rowan,0,8000,8,-1,0,805620
-158742292,-80030397,188354,1,tree,tundra-pine,0,9000,7,-1,0,805762
-158727862,-80033614,187902,1,tree,tundra-pine,0,9000,14,-1,0,806214
-158723845,-80033524,188040,1,tree,rowan,0,8000,12,-1,0,806076
-158701371,-80030092,187485,1,rock,leaf-littered-slab,0,1900,28,-1,0,806631
-158692011,-80032922,187367,1,tree,birch,0,16000,44,-1,0,806749
-158681928,-80032769,187415,1,rock,granite-boulder,0,2400,53,-1,0,806701
-158676256,-80032112,187216,1,tree,quaking-aspen,0,18000,48,-1,0,806900
-158659448,-80034194,187310,1,tree,tundra-pine,0,9000,50,-1,0,806806
-158641948,-80030312,188539,1,tree,quaking-aspen,0,18000,35,-1,0,805577
-158639046,-80033944,188073,1,tree,tundra-pine,0,9000,28,-1,0,806043
-158626637,-80033795,188078,1,tree,birch,0,16000,6,-1,0,806038
-158611907,-80030974,187779,1,tree,scots-pine,0,25000,22,-1,0,806337
-158608695,-80034678,187892,1,tree,scots-pine,0,25000,30,-1,0,806224
-158858385,-80029352,187886,1,tree,rowan,0,8000,45,-1,0,806230
-158853260,-80026379,187929,1,tree,scots-pine,0,25000,24,-1,0,806187
-158848771,-80028494,188229,1,tree,scots-pine,0,25000,18,-1,0,805887
-158833948,-80028050,188365,1,tree,tundra-pine,0,9000,11,-1,0,805751
-158826069,-80027849,187902,1,tree,rowan,0,8000,10,-1,0,806214
-158818006,-80028628,187989,1,tree,birch,0,16000,5,-1,0,806127
-158808671,-80029648,188154,1,tree,tundra-pine,0,9000,2,-1,0,805962
-158756635,-80028170,188373,1,tree,birch,0,16000,3,-1,0,805743
-158754941,-80027891,188456,1,tree,tundra-pine,0,9000,3,-1,0,805660
-158739567,-80027267,188359,1,tree,quaking-aspen,0,18000,1,-1,0,805757
-158709259,-80027729,187788,1,rock,leaf-littered-slab,0,1900,18,-1,0,806328
-158685669,-80025178,187366,1,tree,sugar-maple,0,25000,46,-1,0,806750
