x_mm,y_mm,z_mm,layer,kind,species,riparian,height_mm,slope_mm_per_m,dist_water_mm,standing_water_mm,treeline_delta_mm
-39629638,-57274026,1367400,1,tree,scots-pine,0,25000,0,18000,0,1697268
-39612984,-57274746,1367413,1,rock,leaf-littered-slab,0,1900,36,14000,0,1697255
-39582999,-57272506,1367406,1,tree,birch,0,16000,65,0,0,1744320
-39681157,-57266775,1370170,1,rock,chalk-outcrop,0,1600,286,10000,0,1647440
-39670558,-57268764,1368500,1,tree,rowan,0,8000,196,4000,0,1649110
-39659390,-57268861,1367761,1,rock,travertine-rimstone-dam,1,2400,52,0,203,1649849
-39642051,-57266263,1367503,1,rock,rapids-whaleback,1,2400,8,2000,0,1650107
-39603756,-57265768,1367857,1,tree,sugar-maple,0,25000,80,16000,0,1696811
-39599942,-57265427,1367881,1,rock,leaf-littered-slab,0,1900,85,14000,0,1696787
-39584376,-57266081,1367677,1,tree,common-alder,1,18000,52,6000,0,1696991
-39571348,-57266860,1367495,1,rock,mossy-sandstone-bench,1,2400,94,4000,0,1697173
-39800362,-57263230,1440245,1,tree,tundra-pine,0,9000,186,116000,0,1530307
-39798922,-57262936,1440118,1,rock,leaf-littered-slab,0,1900,226,116000,0,1530434
-39663318,-57264039,1368048,1,tree,quaking-aspen,0,18000,250,0,92,1649562
-39639614,-57260423,1367610,1,tree,sugar-maple,0,25000,20,4000,0,1650000
-39626439,-57260563,1367806,1,tree,rowan,0,8000,97,18000,0,1696862
-39616096,-57263504,1367774,1,tree,quaking-aspen,0,18000,48,24000,0,1696894
-39611508,-57260080,1368202,1,tree,quaking-aspen,0,18000,162,26000,0,1696466
-39606638,-57264112,1367950,1,tree,sugar-maple,0,25000,83,16000,0,1696718
-39586309,-57263139,1367800,1,tree,sugar-maple,0,25000,57,10000,0,1696868
-39568999,-57260607,1367600,1,rock,mossy-sandstone-bench,1,2400,3,6000,0,1744126
-39756656,-57256751,1424194,1,tree,birch,0,16000,549,80000,0,1546358
-39679259,-57256874,1371719,1,tree,quaking-aspen,0,18000,529,12000,0,1645891
-39670599,-57257122,1370314,1,tree,tundra-pine,0,9000,340,4000,0,1647296
-39666895,-57259772,1369518,1,tree,quaking-aspen,0,18000,329,0,0,1648092
-39608051,-57259420,1368494,1,tree,scots-pine,0,25000,226,26000,0,1696174
-39592483,-57256698,1368597,1,tree,birch,0,16000,163,16000,0,1696071
-39575993,-57259144,1367703,1,tree,eastern-cottonwood,1,25000,10,10000,0,1696965
-39541125,-57255165,1367314,1,rock,lake-bed-slab,1,2000,28,2000,0,1744412
-39521289,-57257795,1367241,1,rock,lake-bed-slab,1,2000,106,0,0,1744485
-39787562,-57254204,1439127,1,rock,granite-boulder,0,2400,354,120000,0,1531425
-39680526,-57253221,1373112,1,tree,birch,0,16000,667,16000,0,1644498
-39673133,-57251990,1371777,1,tree,scots-pine,0,25000,406,10000,0,1645833
-39655557,-57252505,1370393,1,rock,leaf-littered-slab,0,1900,203,2000,0,1647217
-39628770,-57253236,1368319,1,rock,charcoal-blackened-block,0,1600,114,20000,0,1696349
-39624232,-57252113,1368457,1,tree,quaking-aspen,0,18000,150,20000,0,1696211
-39601118,-57251834,1369429,1,tree,sugar-maple,0,25000,212,30000,0,1695239
-39573638,-57250660,1368028,1,tree,quaking-aspen,0,18000,107,16000,0,1696640
-39568708,-57254483,1367631,1,tree,tundra-pine,0,9000,57,12000,0,1744095
-39550027,-57252456,1367430,1,rock,mossy-sandstone-bench,1,2400,38,10000,0,1744296
-39540404,-57253085,1367312,1,tree,tundra-pine,0,9000,22,10000,0,1744414
-39538964,-57252612,1367308,1,tree,quaking-aspen,0,18000,20,10000,0,1744418
-39799803,-57247338,1440845,1,rock,leaf-littered-slab,0,1900,57,116000,0,1529707
-39791095,-57247622,1440454,1,tree,tundra-pine,0,9000,197,120000,0,1530098
-39789107,-57249124,1440045,1,tree,birch,0,16000,273,120000,0,1530507
-39720452,-57245578,1413518,1,tree,tundra-pine,0,9000,486,60000,0,1557034
-39676863,-57246712,1374764,1,tree,tree-fern,1,6000,766,20000,0,1642846
-39671762,-57246819,1373093,1,tree,birch,0,16000,549,16000,0,1644517
-39669682,-57249578,1371911,1,tree,tree-fern,1,6000,424,10000,0,1645699
-39657450,-57246358,1371947,1,rock,mossy-sandstone-bench,1,2400,370,2000,0,1645663
-39619832,-57248878,1369265,1,tree,sugar-maple,0,25000,347,28000,0,1695403
-39612579,-57246314,1370626,1,tree,birch,0,16000,206,34000,0,1694042
-39584364,-57245351,1369049,1,tree,birch,0,16000,213,26000,0,1695619
-39579752,-57248980,1368409,1,tree,sycamore-maple,0,25000,137,20000,0,1696259
-39574885,-57245964,1368561,1,tree,birch,0,16000,160,22000,0,1696107
-39565282,-57249335,1367790,1,tree,birch,0,16000,80,12000,0,1743936
-39557552,-57246912,1367811,1,tree,quaking-aspen,0,18000,104,20000,0,1743915
-39526153,-57246807,1367502,1,rock,leaf-littered-slab,0,1900,124,16000,0,1744224
-39780778,-57241279,1439113,1,tree,quaking-aspen,0,18000,406,114000,0,1531439
-39773685,-57241031,1436754,1,tree,tundra-pine,0,9000,537,106000,0,1533798
-39744837,-57244612,1422836,1,tree,birch,0,16000,533,80000,0,1547716
-39725531,-57244167,1415275,1,tree,birch,0,16000,419,60000,0,1555277
-39673578,-57242650,1375018,1,tree,quaking-aspen,0,18000,622,16000,0,1642592
-39661002,-57240987,1373829,1,tree,columnar-cypress,0,13000,361,10000,0,1643781
-39625268,-57241388,1370564,1,tree,quaking-aspen,0,18000,495,20000,0,1694104
-39605241,-57243581,1371048,1,tree,birch,0,16000,343,36000,0,1693620
-39587265,-57240524,1370003,1,tree,rowan,0,8000,271,30000,0,1694665
-39560412,-57242319,1368261,1,rock,charcoal-blackened-block,0,1600,138,20000,0,1743465
-39546867,-57242237,1368416,1,tree,tundra-pine,0,9000,163,18000,0,1743310
-39528848,-57243631,1367916,1,tree,quaking-aspen,0,18000,184,16000,0,1743810
-39799745,-57236794,1440486,1,rock,charcoal-blackened-block,0,1600,112,118000,0,1530066
-39792732,-57237818,1440867,1,rock,leaf-littered-slab,0,1900,38,124000,0,1529685
-39734276,-57239002,1418400,1,tree,tree-fern,1,6000,450,70000,0,1552152
-39729324,-57239581,1416935,1,tree,birch,0,16000,410,70000,0,1553617
-39646389,-57237980,1374046,1,tree,birch,0,16000,471,0,0,1643564
-39639960,-57237044,1374738,1,tree,quaking-aspen,0,18000,571,4000,0,1642872
-39620060,-57235821,1372225,1,tree,scots-pine,0,25000,456,28000,0,1645385
-39535726,-57238641,1368895,1,rock,mossy-sandstone-bench,1,2400,253,24000,0,1695773
-39529424,-57239175,1368682,1,tree,sugar-maple,0,25000,262,24000,0,1695986
-39774970,-57230634,1438498,1,tree,tundra-pine,0,9000,339,114000,0,1532054
-39722145,-57231151,1414548,1,tree,birch,0,16000,392,66000,0,1556004
-39689143,-57232218,1385313,1,tree,birch,0,16000,552,32000,0,1632297
-39670828,-57230088,1378797,1,tree,tundra-pine,0,9000,593,18000,0,1638813
-39609372,-57233132,1375136,1,tree,quaking-aspen,0,18000,395,34000,0,1642474
-39591279,-57230918,1372721,1,tree,quaking-aspen,0,18000,432,42000,0,1691947
-39539326,-57231087,1370304,1,tree,sycamore-maple,0,25000,193,32000,0,1694364
-39787359,-57229637,1440447,1,rock,leaf-littered-slab,0,1900,110,120000,0,1530105
-39736592,-57229400,1420118,1,tree,birch,0,16000,568,78000,0,1550434
-39689857,-57225924,1387279,1,tree,rowan,0,8000,628,32000,0,1630331
-39638674,-57226750,1379869,1,tree,columnar-cypress,0,13000,588,4000,0,1637741
-39624810,-57225141,1380116,1,tree,rowan,0,8000,559,20000,0,1637494
-39600801,-57228777,1375747,1,tree,scots-pine,0,25000,516,42000,0,1641863
-39574433,-57228093,1371284,1,tree,columnar-cypress,0,13000,276,36000,0,1693384
-39565457,-57225481,1370817,1,tree,birch,0,16000,286,34000,0,1693851
-39561700,-57229072,1369996,1,tree,birch,0,16000,167,34000,0,1694672
-39541299,-57226597,1371229,1,tree,sugar-maple,0,25000,325,32000,0,1693439
-39797630,-57222125,1439488,1,tree,quaking-aspen,0,18000,208,122000,0,1531064
-39792225,-57223991,1440141,1,tree,quaking-aspen,0,18000,149,130000,0,1530411
-39787335,-57221412,1439934,1,tree,birch,0,16000,88,124000,0,1530618
-39728092,-57223275,1415696,1,tree,scots-pine,0,25000,468,76000,0,1554856
-39683848,-57224796,1385826,1,tree,birch,0,16000,559,32000,0,1631784
-39679214,-57220010,1384909,1,tree,rowan,0,8000,596,26000,0,1632701
-39666864,-57222890,1380944,1,tree,columnar-cypress,0,13000,574,10000,0,1636666
-39664548,-57224777,1379859,1,tree,columnar-cypress,0,13000,531,10000,0,1637751
-39654667,-57221707,1381259,1,tree,scots-pine,0,25000,621,2000,0,1636351
-39636928,-57222496,1382053,1,tree,quaking-aspen,0,18000,530,12000,0,1635557
-39625365,-57224872,1380296,1,tree,birch,0,16000,548,20000,0,1637314
-39562723,-57222917,1371040,1,tree,tundra-pine,0,9000,700,42000,0,1693628
-39793992,-57218621,1439462,1,tree,quaking-aspen,0,18000,201,130000,0,1531090
-39783392,-57216186,1439272,1,tree,columnar-cypress,0,13000,162,126000,0,1531280
-39777536,-57216251,1438841,1,rock,granite-boulder,0,2400,154,120000,0,1531711
-39766511,-57218635,1436844,1,tree,quaking-aspen,0,18000,267,110000,0,1533708
-39762180,-57216917,1435518,1,tree,scots-pine,0,25000,415,106000,0,1535034
-39730069,-57215276,1418332,1,tree,columnar-cypress,0,13000,572,78000,0,1552220
-39667435,-57215615,1384319,1,tree,tree-fern,1,6000,580,10000,0,1633291
-39654163,-57216539,1383928,1,tree,tree-fern,1,6000,630,2000,0,1633682
-39647821,-57219194,1383591,1,tree,quaking-aspen,0,18000,582,0,0,1634019
-39641065,-57217419,1384269,1,tree,birch,0,16000,546,4000,0,1633341
-39612365,-57216728,1384083,1,tree,tundra-pine,0,9000,595,34000,0,1633527
-39771598,-57214264,1437670,1,tree,birch,0,16000,278,112000,0,1532882
-39737600,-57212788,1422197,1,tree,birch,0,16000,629,86000,0,1548355
-39629756,-57211431,1386544,1,tree,tree-fern,1,6000,570,20000,0,1631066
-39616685,-57212816,1386485,1,tree,rowan,0,8000,605,28000,0,1631125
-39797970,-57208167,1437656,1,rock,sinkhole-rim,0,3000,217,126000,0,1532896
-39788347,-57205644,1437780,1,tree,birch,0,16000,252,134000,0,1532772
-39783230,-57208700,1438452,1,tree,scots-pine,0,25000,120,130000,0,1532100
-39672627,-57209889,1387118,1,tree,sugar-maple,0,25000,398,18000,0,1630492
-39660521,-57206351,1388674,1,tree,columnar-cypress,0,13000,545,10000,0,1628936
-39632563,-57209712,1387351,1,tree,scots-pine,0,25000,615,12000,0,1630259
-39791085,-57202106,1437063,1,rock,leaf-littered-slab,0,1900,242,136000,0,1533489
-39784315,-57200520,1437038,1,tree,columnar-cypress,0,13000,259,130000,0,1533514
-39765354,-57201004,1435594,1,tree,birch,0,16000,228,116000,0,1534958
-39762262,-57200941,1435061,1,tree,scots-pine,0,25000,274,108000,0,1535491
-39758375,-57203145,1434208,1,tree,scots-pine,0,25000,419,108000,0,1536344
-39652485,-57201764,1392086,1,tree,tree-fern,1,6000,594,0,0,1625524
-39778629,-57192550,1435627,1,tree,scots-pine,0,25000,202,122000,0,1534925
-39765977,-57191654,1434898,1,tree,sugar-maple,0,25000,133,116000,0,1535654
-39677996,-57194346,1390714,1,tree,tree-fern,1,6000,225,26000,0,1626896
-39725243,-57187485,1424922,1,tree,tundra-pine,0,9000,555,70000,0,1545630
-39747346,-57170216,1429909,1,tree,birch,0,16000,510,92000,0,1540643
-39653365,-57170525,1409071,1,tree,tree-fern,1,6000,555,2000,0,1561481
-39636810,-57174101,1411703,1,tree,birch,0,16000,586,12000,0,1558849
-39766815,-57169712,1434781,1,tree,tundra-pine,0,9000,233,116000,0,1535771
-39771096,-57162747,1435769,1,tree,quaking-aspen,0,18000,210,116000,0,1534783
-39767605,-57162001,1435984,1,tree,columnar-cypress,0,13000,216,116000,0,1534568
-39725029,-57164537,1432332,1,tree,tundra-pine,0,9000,512,70000,0,1538220
-39777501,-57157586,1435695,1,rock,charcoal-blackened-block,0,1600,220,122000,0,1534857
-39768478,-57159841,1436259,1,tree,columnar-cypress,0,13000,212,116000,0,1534293
-39659975,-57156453,1413997,1,tree,birch,0,16000,490,2000,0,1556555
-39639714,-57158594,1416811,1,tree,scots-pine,0,25000,674,2000,0,1553741
-39761270,-57153052,1438143,1,tree,tundra-pine,0,9000,302,108000,0,1532409
-39635996,-57153982,1419391,1,tree,scots-pine,0,25000,493,4000,0,1551161
-39610006,-57152483,1435620,1,tree,quaking-aspen,0,18000,569,24000,0,1534932
-39791884,-57424496,1372673,2,bush,bramble-thicket,0,1500,528,8000,0,1691995
-39764425,-57424481,1356574,2,bush,hazel-coppice,0,3000,34,0,0,1708094
-39767401,-57424288,1356502,2,bush,rhododendron-thicket,0,3000,830,0,0,1708166
-39761795,-57423663,1355991,2,grass,bracken,0,1500,384,0,0,1708677
-39788477,-57421261,1373492,2,bush,blackthorn-scrub,0,3000,438,8000,0,1691176
-39786690,-57420365,1373263,2,bush,rhododendron-thicket,0,3000,524,6000,0,1691405
-39784225,-57421013,1371918,2,bush,blackthorn-scrub,0,3000,861,6000,0,1692750
-39794889,-57418204,1375098,2,bush,box,0,2000,337,16000,0,1689570
-39783971,-57418745,1373141,2,bush,bramble-thicket,0,1500,653,14000,0,1691527
-39793631,-57415666,1375552,2,bush,mountain-laurel,0,3000,331,16000,0,1689116
-39792486,-57416018,1375322,2,bush,guelder-rose,1,3000,356,16000,0,1689346
-39789521,-57416354,1374823,2,bush,common-dogwood,1,2500,349,16000,0,1689845
-39787871,-57417131,1374368,2,bush,bramble-thicket,0,1500,459,16000,0,1690300
-39777240,-57416739,1372393,2,bush,rhododendron-thicket,0,3000,803,10000,0,1692275
-39793160,-57413696,1375921,2,bush,red-huckleberry,0,2000,332,16000,0,1688747
-39784300,-57414064,1374997,2,bush,elder,0,3000,432,14000,0,1689671
-39781379,-57414160,1374306,2,bush,hazel-coppice,0,3000,466,14000,0,1690362
-39779673,-57415569,1373587,2,bush,hazel-coppice,0,3000,564,10000,0,1691081
-39776496,-57414797,1372671,2,bush,blackthorn-scrub,0,3000,582,10000,0,1691997
-39757439,-57413522,1366672,2,bush,red-huckleberry,0,2000,688,0,0,1697996
-39755284,-57414198,1366089,2,rock,streambed-cascade-block,1,1200,517,0,0,1698579
